label,generation,hypervolume
u2_spea2_div,81,8967689.1949
u2_spea2_div,82,8967689.1949
u2_spea2_div,83,8969928.5369
u2_spea2_div,84,8975678.2299
u2_spea2_div,85,9038752.4179
u2_spea2_div,86,9047061.0649
u2_spea2_div,87,9064844.5164
u2_spea2_div,88,9073282.3219
u2_spea2_div,89,9071969.7719
u2_spea2_div,90,9071969.7719
u2_spea2_div,91,9071969.7719
u2_spea2_div,92,9091883.6751
u2_spea2_div,93,9100582.5511
u2_spea2_div,94,9100583.1031
u2_spea2_div,95,9104288.8261
u2_spea2_div,96,9104288.8261
u2_spea2_div,97,9103567.0309
u2_spea2_div,98,9103567.0309
u2_spea2_div,99,9077058.6444
u2_spea2_div,100,9087811.2001
u2_spea2_nodiv,0,6177150.2389
u2_spea2_nodiv,1,6828053.2908
u2_spea2_nodiv,2,6727746.8579
u2_spea2_nodiv,3,6815830.1075
u2_spea2_nodiv,4,6579777.4586
u2_spea2_nodiv,5,6647194.9416
u2_spea2_nodiv,6,6657969.0271
u2_spea2_nodiv,7,6681329.6905
u2_spea2_nodiv,8,6711034.8828
u2_spea2_nodiv,9,6809686.6598
u2_spea2_nodiv,10,6844621.5034
u2_spea2_nodiv,11,6837460.4029
u2_spea2_nodiv,12,6854600.1558
u2_spea2_nodiv,13,6902151.3731
u2_spea2_nodiv,14,7012672.01
u2_spea2_nodiv,15,7049805.7233
u2_spea2_nodiv,16,7065820.1403
u2_spea2_nodiv,17,6685460.3175
u2_spea2_nodiv,18,6705306.6803
u2_spea2_nodiv,19,6709036.3123
u2_spea2_nodiv,20,6784478.5676
u2_spea2_nodiv,21,6782296.8446
u2_spea2_nodiv,22,6795688.0196
u2_spea2_nodiv,23,6865603.6001
u2_spea2_nodiv,24,6880441.0466
u2_spea2_nodiv,25,7222726.8404
u2_spea2_nodiv,26,7240851.6254
u2_spea2_nodiv,27,7240361.798
u2_spea2_nodiv,28,7240361.798
u2_spea2_nodiv,29,7241677.8812
u2_spea2_nodiv,30,7241983.1027
u2_spea2_nodiv,31,7242349.8767
u2_spea2_nodiv,32,7232272.8497
u2_spea2_nodiv,33,7232272.8497
u2_spea2_nodiv,34,7232996.1137
u2_spea2_nodiv,35,7232996.1137
u2_spea2_nodiv,36,7233129.1697
u2_spea2_nodiv,37,7236584.4167
u2_spea2_nodiv,38,7245752.9787
u2_spea2_nodiv,39,7255823.8527
u2_spea2_nodiv,40,7280693.4558
u2_spea2_nodiv,41,7368522.502
u2_spea2_nodiv,42,7367977.9615
u2_spea2_nodiv,43,7368698.3685
u2_spea2_nodiv,44,7399449.0967
u2_spea2_nodiv,45,7471528.4357
u2_spea2_nodiv,46,7474182.8497
u2_spea2_nodiv,47,7476159.4747
u2_spea2_nodiv,48,7493793.2266
u2_spea2_nodiv,49,7583677.0381
u2_spea2_nodiv,50,7543477.8079
u2_spea2_nodiv,51,7543729.5999
u2_spea2_nodiv,52,7543729.5999
u2_spea2_nodiv,53,7550703.1729
u2_spea2_nodiv,54,7550817.1249
u2_spea2_nodiv,55,7550832.8329
u2_spea2_nodiv,56,7550418.9409
u2_spea2_nodiv,57,7550897.3309
u2_spea2_nodiv,58,7565435.0009
u2_spea2_nodiv,59,7601439.5743
u2_spea2_nodiv,60,7631803.5274
u2_spea2_nodiv,61,7633589.7984
u2_spea2_nodiv,62,7637048.2244
u2_spea2_nodiv,63,7634399.8568
u2_spea2_nodiv,64,7635811.3478
u2_spea2_nodiv,65,7637541.6458
u2_spea2_nodiv,66,7643160.6518
u2_spea2_nodiv,67,7643160.6518
u2_spea2_nodiv,68,7643374.4778
u2_spea2_nodiv,69,7643592.1678
u2_spea2_nodiv,70,7643592.1678
u2_spea2_nodiv,71,7649868.3728
u2_spea2_nodiv,72,7652187.4918
u2_spea2_nodiv,73,7690244.3968
u2_spea2_nodiv,74,7692969.2293
u2_spea2_nodiv,75,7709671.4623
u2_spea2_nodiv,76,7709673.1783
u2_spea2_nodiv,77,7704333.2013
u2_spea2_nodiv,78,7736367.2662
u2_spea2_nodiv,79,7736429.4852
u2_spea2_nodiv,80,7736429.4852
u2_spea2_nodiv,81,7736444.4828
u2_spea2_nodiv,82,7736425.3068
u2_spea2_nodiv,83,7736540.7178
u2_spea2_nodiv,84,7736540.7178
u2_spea2_nodiv,85,7736540.7178
u2_spea2_nodiv,86,7736553.8528
u2_spea2_nodiv,87,7782542.7128
u2_spea2_nodiv,88,7782963.3778
u2_spea2_nodiv,89,7801051.8206
u2_spea2_nodiv,90,7801189.9486
u2_spea2_nodiv,91,7864438.7178
u2_spea2_nodiv,92,7864438.7178
u2_spea2_nodiv,93,7863423.0893
u2_spea2_nodiv,94,7863837.5733
u2_spea2_nodiv,95,7871339.5881
u2_spea2_nodiv,96,7882380.1713
u2_spea2_nodiv,97,7882380.1713
u2_spea2_nodiv,98,7892475.3013
u2_spea2_nodiv,99,7892475.3013
u2_spea2_nodiv,100,7894633.8445
