solution_id,preference,cost,time,feasible,compliance_5,distinct_groups,n_foods,energy,protein,carbohydrate,fiber,sodium,food_ids,food_names
81,39.6,15.82,125.0,1,5,8,9,2198.32,91.38,187.01,20.03,1505.19,7;16;302;86;14;27;322;329;216,BÖĞÜRTLEN REÇELİ | EKMEK | MUZ | ÜZÜM PEKMEZİ | DİL PEYNİRİ | HAZIR PAKETLİ TATLI-TAHİN HELVASI | PİLİÇ IZGARA | PİRİNÇLİ NOHUT ÇORBASI | HAVUÇ-TURP SALATASI LD
82,39.2,8.84,305.0,1,5,7,7,2289.51,52.6,245.33,42.51,1584.51,105;91;60;190;298;271;237,ARMUT | YER FISTIĞI EZMESİ | PATATESLİ YUFKA BÖREĞİ | ETSİZ PATATES OTURTMASI | MEYHANE PİLAVI | KREMALI DOMATES  ÇORBASI | İMAMBAYILDI
83,39.2,6.41,305.0,1,5,6,6,2251.09,50.37,236.78,35.79,1700.66,155;60;190;298;271;237,EKMEK LD | PATATESLİ YUFKA BÖREĞİ | ETSİZ PATATES OTURTMASI | MEYHANE PİLAVI | KREMALI DOMATES  ÇORBASI | İMAMBAYILDI
84,37.9,9.92,255.0,0,4,8,9,2126.53,50.69,235.66,24.17,1462.95,16;84;80;112;67;190;298;271;237,EKMEK | TAM BUĞDAY EKMEK | ŞEFTALİ REÇELİ | AYRAN | PORTAKAL SUYU | ETSİZ PATATES OTURTMASI | MEYHANE PİLAVI | KREMALI DOMATES  ÇORBASI | İMAMBAYILDI
85,37.4,14.48,160.0,1,5,7,9,2009.56,47.53,180.16,30.48,2021.54,9;92;302;79;74;134;191;95;317,ÇEÇİL PEYNİRİ | YEŞİL ZEYTIN | MUZ | SÜT | SEMİZOTU SALATASI | CEVİZLİ ERİŞTE | ETSİZ PATLICAN MUSAKKA | AKDENİZ SALATASI LD | PEYNİRLİ AKDENİZ SALATASI LD
86,36.6,19.25,114.0,1,5,8,10,2046.35,73.97,228.04,33.45,1642.67,113;105;79;160;367;2;88;283;336;210,AYVA | ARMUT | SÜT | ELMA SUYU LD | TAM BUĞDAY EKMEK LD | ARMUT REÇELİ | VİŞNE SUYU | MAKARNA SALATASI LD | SALATALIK TURSUSU | HASANPAŞA KÖFTE
87,35.7,12.62,95.0,0,4,6,6,1992.55,77.1,218.46,36.33,1636.45,112;302;86;41;247;62,AYRAN | MUZ | ÜZÜM PEKMEZİ | KURU KAYISI | KARNIYARIK | PEYNİRLİ AKDENİZ SALATASI
88,34.5,9.51,250.0,1,5,9,10,2139.96,40.26,262.17,33.28,1510.81,42;155;158;367;160;84;190;298;271;237,KUŞBURNU MARMELATI | EKMEK LD | ELMA | TAM BUĞDAY EKMEK LD | ELMA SUYU LD | TAM BUĞDAY EKMEK | ETSİZ PATATES OTURTMASI | MEYHANE PİLAVI | KREMALI DOMATES  ÇORBASI | İMAMBAYILDI
89,33.2,22.7,73.0,0,3,7,10,1986.37,52.71,283.6,23.65,1473.27,22;25;84;93;44;50;95;126;68;218,GREYFURT SUYU | HAVUÇ SUYU | TAM BUĞDAY EKMEK | YOĞURT B | LOR PEYNİRİ | MEYVELİ YULAF GEVREĞİ | AKDENİZ SALATASI LD | BROKOLİ SALATASI LD | POŞE YUMURTA | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA
90,32.6,16.91,90.0,1,5,7,8,2117.37,79.52,204.83,31.85,2258.49,7;16;302;86;14;27;247;62,BÖĞÜRTLEN REÇELİ | EKMEK | MUZ | ÜZÜM PEKMEZİ | DİL PEYNİRİ | HAZIR PAKETLİ TATLI-TAHİN HELVASI | KARNIYARIK | PEYNİRLİ AKDENİZ SALATASI
91,29.6,6.48,248.0,0,4,6,6,2060.83,40.87,198.84,33.64,1449.8,367;11;190;298;271;237,TAM BUĞDAY EKMEK LD | ÇİKOLATALI YULAF GEVREĞİ | ETSİZ PATATES OTURTMASI | MEYHANE PİLAVI | KREMALI DOMATES  ÇORBASI | İMAMBAYILDI
92,28.3,12.87,170.0,0,4,7,7,1995.86,91.84,191.83,21.04,1845.28,91;39;112;286;84;210;241,YER FISTIĞI EZMESİ | KREP | AYRAN | MANDALİNA | TAM BUĞDAY EKMEK | HASANPAŞA KÖFTE | KABAK KALYE
93,26.6,20.75,88.0,1,5,7,10,2163.14,56.09,268.65,24.27,2191.89,91;208;155;331;11;95;126;68;218;317,YER FISTIĞI EZMESİ | GREYFURT SUYU LD | EKMEK LD | PORTAKAL SUYU LD | ÇİKOLATALI YULAF GEVREĞİ | AKDENİZ SALATASI LD | BROKOLİ SALATASI LD | POŞE YUMURTA | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | PEYNİRLİ AKDENİZ SALATASI LD
94,26.0,6.22,200.0,0,4,4,4,2009.31,85.27,191.75,20.1,1463.98,60;109;150;324,PATATESLİ YUFKA BÖREĞİ | ARPA ŞEHRİYELİ AYRAN ÇORBASI | DOMATESLİ BİBERLİ ERİŞTE | PİLİÇ KAVURMA
95,24.5,23.95,75.0,1,5,7,10,2008.3,51.39,244.46,23.36,2173.21,61;105;158;84;80;95;126;68;218;317,PERMESAN PEYNİRİ | ARMUT | ELMA | TAM BUĞDAY EKMEK | ŞEFTALİ REÇELİ | AKDENİZ SALATASI LD | BROKOLİ SALATASI LD | POŞE YUMURTA | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | PEYNİRLİ AKDENİZ SALATASI LD
96,22.7,12.18,73.0,0,3,4,4,2189.72,102.75,193.44,22.31,1497.56,79;155;50;373,SÜT | EKMEK LD | MEYVELİ YULAF GEVREĞİ | TUNUS KEBABI
97,22.6,19.41,78.0,1,5,5,7,2030.39,52.82,241.42,20.71,2077.31,27;50;95;126;68;218;317,HAZIR PAKETLİ TATLI-TAHİN HELVASI | MEYVELİ YULAF GEVREĞİ | AKDENİZ SALATASI LD | BROKOLİ SALATASI LD | POŞE YUMURTA | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | PEYNİRLİ AKDENİZ SALATASI LD
98,21.2,11.71,98.0,1,5,5,6,2088.12,71.27,212.41,40.39,1978.19,362;286;250;11;247;62,ŞEFTALİ SUYU LD | MANDALİNA | KAVUN | ÇİKOLATALI YULAF GEVREĞİ | KARNIYARIK | PEYNİRLİ AKDENİZ SALATASI
99,18.6,12.94,93.0,1,5,5,6,2037.62,69.59,199.41,40.24,1967.44,89;286;250;11;247;62,YABAN MERSİNİ MARMELATI | MANDALİNA | KAVUN | ÇİKOLATALI YULAF GEVREĞİ | KARNIYARIK | PEYNİRLİ AKDENİZ SALATASI
