solution_id,preference,cost,time,feasible,compliance_5,distinct_groups,n_foods,energy,protein,carbohydrate,fiber,sodium,food_ids,food_names
10,148.7,34.04,210.0,0,2,14,21,1981.59,42.1,339.83,19.68,1748.52,42;208;155;18;22;248;44;36;21;139;12;92;5;76;7;162;332;131;266;334;242,KUŞBURNU MARMELATI | GREYFURT SUYU LD | EKMEK LD | ELMA SUYU | GREYFURT SUYU | KARPUZ | LOR PEYNİRİ | KAYMAK | FINDIK EZMESİ | ÇİLEK | ÇİLEK REÇELİ | YEŞİL ZEYTIN | BAL | SİYAH ZEYTIN | BÖĞÜRTLEN REÇELİ | ERİŞTE | PORTAKALLI REVANİ | CACIK | KORNİŞON TURŞU | ROKA SALATASI LD | KABAK MÜCVER
11,148.4,32.05,222.0,0,2,11,19,1983.81,44.67,315.29,18.36,2286.62,42;155;18;22;248;44;25;375;21;12;92;82;150;243;395;353;245;246;215,KUŞBURNU MARMELATI | EKMEK LD | ELMA SUYU | GREYFURT SUYU | KARPUZ | LOR PEYNİRİ | HAVUÇ SUYU | ÜZÜM | FINDIK EZMESİ | ÇİLEK REÇELİ | YEŞİL ZEYTIN | TAHİN PEKMEZ | DOMATESLİ BİBERLİ ERİŞTE | KABAK TARATOR | YOĞURTLU SEMİZOTU | SEMİZOTU SALATASI LD | KARIŞIK TURŞU | KARNABAHAR SALATASI LD | HAVUÇLU PİRİNÇ PİLAVI
12,148.1,21.83,284.0,1,5,10,17,2230.86,43.06,283.96,30.76,1804.81,286;44;36;208;18;16;362;252;91;159;117;13;274;245;45;334;243,MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | ŞEFTALİ SUYU LD | KAYISI SUYU LD | YER FISTIĞI EZMESİ | ELMA DİLİM PATATES KIZARTMASI | BAHARATLI ELMA DİLİM PATATES KIZARTMASI | ÇOBAN SALATASI | KREMALI MANTAR ÇORBASI | KARIŞIK TURŞU | MAKARNA SALATASI | ROKA SALATASI LD | KABAK TARATOR
13,144.7,32.68,132.0,0,3,8,17,1913.04,36.03,240.3,27.37,1703.7,7;3;286;44;36;208;82;80;362;213;12;92;46;13;317;24;216,BÖĞÜRTLEN REÇELİ | AYVA REÇELİ | MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | TAHİN PEKMEZ | ŞEFTALİ REÇELİ | ŞEFTALİ SUYU LD | HAVUÇ SUYU LD | ÇİLEK REÇELİ | YEŞİL ZEYTIN | MENEMEN | ÇOBAN SALATASI | PEYNİRLİ AKDENİZ SALATASI LD | HAVUÇ SALATASI | HAVUÇ-TURP SALATASI LD
14,144.2,27.94,239.0,0,4,12,18,2177.19,56.52,283.98,22.92,1420.72,208;42;155;18;22;248;44;36;21;139;12;92;82;23;214;24;181;313,GREYFURT SUYU LD | KUŞBURNU MARMELATI | EKMEK LD | ELMA SUYU | GREYFURT SUYU | KARPUZ | LOR PEYNİRİ | KAYMAK | FINDIK EZMESİ | ÇİLEK | ÇİLEK REÇELİ | YEŞİL ZEYTIN | TAHİN PEKMEZ | HAŞLANMIŞ YUMURTA | HAVUÇ TARATOR | HAVUÇ SALATASI | ETSİZ HAVUÇLU YEŞİL MERCİMEK | PATATES SALATASI LD
15,136.0,18.85,231.0,0,4,11,16,1988.39,44.28,270.11,27.27,1646.84,3;286;44;36;18;16;86;87;88;91;54;23;214;24;283;175,AYVA REÇELİ | MANDALİNA | LOR PEYNİRİ | KAYMAK | ELMA SUYU | EKMEK | ÜZÜM PEKMEZİ | VİŞNE REÇELİ | VİŞNE SUYU | YER FISTIĞI EZMESİ | PARMAK PATATES KIZARTMASI B | HAŞLANMIŞ YUMURTA | HAVUÇ TARATOR | HAVUÇ SALATASI | MAKARNA SALATASI LD | ETSİZ BROKOLİ
16,134.1,16.66,395.0,0,3,12,16,2013.23,39.44,304.54,29.87,1600.79,286;44;36;208;18;16;252;158;91;328;245;56;43;383;309;291,MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | KAYISI SUYU LD | ELMA | YER FISTIĞI EZMESİ | PİRİNÇLİ HAVUÇ ÇORBASI | KARIŞIK TURŞU | PATATES SALATASI | KÜP PATATES KIZARTMASI B | YOĞURTLU BUĞDAY ÇORBASI | PARMAK PATATES KIZARTMASI | MANTARLI MAKARNA
17,133.3,32.99,175.0,0,4,11,18,1954.08,43.33,293.08,30.13,1906.38,7;3;286;44;36;208;21;87;42;161;86;2;92;5;188;62;54;242,BÖĞÜRTLEN REÇELİ | AYVA REÇELİ | MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | FINDIK EZMESİ | VİŞNE REÇELİ | KUŞBURNU MARMELATI | ERİK | ÜZÜM PEKMEZİ | ARMUT REÇELİ | YEŞİL ZEYTIN | BAL | ETSİZ NOHUT | PEYNİRLİ AKDENİZ SALATASI | PARMAK PATATES KIZARTMASI B | KABAK MÜCVER
18,129.3,35.44,150.0,1,5,10,18,2082.26,45.37,284.08,25.23,1654.29,7;3;286;44;36;208;21;87;42;161;86;2;92;5;391;217;242;214,BÖĞÜRTLEN REÇELİ | AYVA REÇELİ | MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | FINDIK EZMESİ | VİŞNE REÇELİ | KUŞBURNU MARMELATI | ERİK | ÜZÜM PEKMEZİ | ARMUT REÇELİ | YEŞİL ZEYTIN | BAL | YOĞURTLU KARNABAHAR KIZARTMASI | HAYDARİ | KABAK MÜCVER | HAVUÇ TARATOR
19,126.6,24.43,214.0,0,3,11,16,2230.15,60.68,327.64,22.71,1466.85,42;155;12;87;331;3;89;82;330;9;23;404;200;391;266;242,KUŞBURNU MARMELATI | EKMEK LD | ÇİLEK REÇELİ | VİŞNE REÇELİ | PORTAKAL SUYU LD | AYVA REÇELİ | YABAN MERSİNİ MARMELATI | TAHİN PEKMEZ | PORTAKAL | ÇEÇİL PEYNİRİ | HAŞLANMIŞ YUMURTA | ZEYTİNYAĞLI SEMİZOTU | FINDIKLI İRMİK HELVASI | YOĞURTLU KARNABAHAR KIZARTMASI | KORNİŞON TURŞU | KABAK MÜCVER
20,126.2,30.09,162.0,0,3,11,17,2076.34,40.31,335.76,18.65,1902.93,42;155;18;22;248;44;25;375;21;12;92;82;48;200;62;215;141,KUŞBURNU MARMELATI | EKMEK LD | ELMA SUYU | GREYFURT SUYU | KARPUZ | LOR PEYNİRİ | HAVUÇ SUYU | ÜZÜM | FINDIK EZMESİ | ÇİLEK REÇELİ | YEŞİL ZEYTIN | TAHİN PEKMEZ | MEVSİM SALATASI | FINDIKLI İRMİK HELVASI | PEYNİRLİ AKDENİZ SALATASI | HAVUÇLU PİRİNÇ PİLAVI | ÇOBAN SALATASI LD
21,126.0,26.45,207.0,0,4,10,17,2276.58,42.07,324.55,32.45,1521.47,94;7;286;92;36;208;21;87;42;161;86;76;44;182;283;115;214,YULAF GEVREĞİ | BÖĞÜRTLEN REÇELİ | MANDALİNA | YEŞİL ZEYTIN | KAYMAK | GREYFURT SUYU LD | FINDIK EZMESİ | VİŞNE REÇELİ | KUŞBURNU MARMELATI | ERİK | ÜZÜM PEKMEZİ | SİYAH ZEYTIN | LOR PEYNİRİ | ETSİZ KABAK DOLMASI | MAKARNA SALATASI LD | BADEMLİ MUHALLEBİ | HAVUÇ TARATOR
22,126.0,21.74,217.0,0,4,14,17,2191.92,65.3,308.06,32.95,1816.17,44;3;286;36;208;18;16;80;82;76;91;56;54;28;396;381;109,LOR PEYNİRİ | AYVA REÇELİ | MANDALİNA | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | ŞEFTALİ REÇELİ | TAHİN PEKMEZ | SİYAH ZEYTIN | YER FISTIĞI EZMESİ | PATATES SALATASI | PARMAK PATATES KIZARTMASI B | HİNDİ SALAMI | ZEYTİNYAĞLI BEZELYE | YOĞURT | ARPA ŞEHRİYELİ AYRAN ÇORBASI
23,124.1,24.85,207.0,0,4,12,16,2140.1,40.33,342.03,30.15,2228.51,16;155;12;87;331;3;89;82;76;286;374;51;217;191;245;269,EKMEK | EKMEK LD | ÇİLEK REÇELİ | VİŞNE REÇELİ | PORTAKAL SUYU LD | AYVA REÇELİ | YABAN MERSİNİ MARMELATI | TAHİN PEKMEZ | SİYAH ZEYTIN | MANDALİNA | TUTMAÇ ÇORBASI | NARLI KAHVALTI SALATASI | HAYDARİ | ETSİZ PATLICAN MUSAKKA | KARIŞIK TURŞU | KREM ŞOKOLA
24,122.6,27.71,197.0,0,3,10,16,2003.41,46.97,318.93,33.8,1477.57,42;155;18;22;248;44;25;375;21;12;92;82;246;199;190;372,KUŞBURNU MARMELATI | EKMEK LD | ELMA SUYU | GREYFURT SUYU | KARPUZ | LOR PEYNİRİ | HAVUÇ SUYU | ÜZÜM | FINDIK EZMESİ | ÇİLEK REÇELİ | YEŞİL ZEYTIN | TAHİN PEKMEZ | KARNABAHAR SALATASI LD | FASULYE PİYAZI | ETSİZ PATATES OTURTMASI | TOYGA ÇORBASI
25,119.2,16.16,335.0,1,5,11,14,2311.86,41.68,297.99,35.42,1790.66,286;44;36;208;18;16;362;252;91;108;150;196;24;389,MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | ŞEFTALİ SUYU LD | KAYISI SUYU LD | YER FISTIĞI EZMESİ | ARPA ŞEHRİYE PİLAVI | DOMATESLİ BİBERLİ ERİŞTE | ETSİZ TÜRLÜ | HAVUÇ SALATASI | YOĞURTLU KARIŞIK KIZARTMA
26,118.2,13.15,337.0,0,4,11,14,2143.26,67.12,304.66,34.09,2200.09,362;81;331;42;16;86;155;243;150;343;172;85;23;344,ŞEFTALİ SUYU LD | ŞEFTALİ SUYU | PORTAKAL SUYU LD | KUŞBURNU MARMELATI | EKMEK | ÜZÜM PEKMEZİ | EKMEK LD | KABAK TARATOR | DOMATESLİ BİBERLİ ERİŞTE | SEBZE GARNİTÜR (HAŞLANMIŞ) LD | ETSİZ BARBUNYA | TAVADA YUMURTA | HAŞLANMIŞ YUMURTA | SEBZE GRATEN
27,116.9,18.49,277.0,1,5,12,15,2036.61,40.42,284.47,29.62,1624.12,3;286;44;36;208;18;16;248;82;91;389;329;215;26;110,AYVA REÇELİ | MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | KARPUZ | TAHİN PEKMEZ | YER FISTIĞI EZMESİ | YOĞURTLU KARIŞIK KIZARTMA | PİRİNÇLİ NOHUT ÇORBASI | HAVUÇLU PİRİNÇ PİLAVI | HAVUÇ-TURP SALATASI | ARRABİATA SOSLU MAKARNA
28,116.5,15.95,214.0,0,2,12,15,1994.53,57.29,301.86,23.28,1491.03,286;44;36;208;18;16;252;158;91;68;346;379;395;336;45,MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | KAYISI SUYU LD | ELMA | YER FISTIĞI EZMESİ | POŞE YUMURTA | SEBZELİ BULGUR PİLAVI | YER FISTIKLI İRMİK HELVASI | YOĞURTLU SEMİZOTU | SALATALIK TURSUSU | MAKARNA SALATASI
29,115.8,22.61,192.0,0,4,10,14,2251.51,59.63,261.27,34.87,2363.52,16;155;12;87;331;3;158;52;243;23;214;24;69;360,EKMEK | EKMEK LD | ÇİLEK REÇELİ | VİŞNE REÇELİ | PORTAKAL SUYU LD | AYVA REÇELİ | ELMA | ÖRGÜ PEYNİRİ | KABAK TARATOR | HAŞLANMIŞ YUMURTA | HAVUÇ TARATOR | HAVUÇ SALATASI | ROKA SALATASI | ŞAKŞUKA
30,113.4,30.93,115.0,0,2,10,19,1986.52,36.92,341.33,27.34,1544.53,35;375;248;21;80;161;86;2;362;92;91;51;269;34;266;216;334;245;68,KAYISI SUYU | ÜZÜM | KARPUZ | FINDIK EZMESİ | ŞEFTALİ REÇELİ | ERİK | ÜZÜM PEKMEZİ | ARMUT REÇELİ | ŞEFTALİ SUYU LD | YEŞİL ZEYTIN | YER FISTIĞI EZMESİ | NARLI KAHVALTI SALATASI | KREM ŞOKOLA | KARNABAHAR SALATASI | KORNİŞON TURŞU | HAVUÇ-TURP SALATASI LD | ROKA SALATASI LD | KARIŞIK TURŞU | POŞE YUMURTA
31,113.3,30.64,180.0,1,5,10,14,2129.48,90.56,263.89,26.28,1564.32,3;286;44;36;18;16;87;86;88;91;13;121;17;174,AYVA REÇELİ | MANDALİNA | LOR PEYNİRİ | KAYMAK | ELMA SUYU | EKMEK | VİŞNE REÇELİ | ÜZÜM PEKMEZİ | VİŞNE SUYU | YER FISTIĞI EZMESİ | ÇOBAN SALATASI | BALIK KIZARTMASI | ELMA DİLİM PATATES KIZARTMASI B | ETSİZ BİBER DOLMASI
32,113.2,23.43,212.0,1,5,11,14,2056.4,54.38,251.71,36.07,2223.48,16;155;12;87;331;3;158;52;401;23;214;24;69;360,EKMEK | EKMEK LD | ÇİLEK REÇELİ | VİŞNE REÇELİ | PORTAKAL SUYU LD | AYVA REÇELİ | ELMA | ÖRGÜ PEYNİRİ | ZEYTİNYAĞLI KARNABAHAR | HAŞLANMIŞ YUMURTA | HAVUÇ TARATOR | HAVUÇ SALATASI | ROKA SALATASI | ŞAKŞUKA
33,111.7,29.72,185.0,1,5,11,14,2171.98,92.26,275.14,25.65,1566.07,331;286;44;36;18;16;87;86;88;91;13;121;17;174,PORTAKAL SUYU LD | MANDALİNA | LOR PEYNİRİ | KAYMAK | ELMA SUYU | EKMEK | VİŞNE REÇELİ | ÜZÜM PEKMEZİ | VİŞNE SUYU | YER FISTIĞI EZMESİ | ÇOBAN SALATASI | BALIK KIZARTMASI | ELMA DİLİM PATATES KIZARTMASI B | ETSİZ BİBER DOLMASI
34,106.5,29.48,150.0,0,4,9,14,2296.66,41.34,278.26,31.64,1409.24,248;89;251;12;14;21;286;376;74;200;190;95;212;51,KARPUZ | YABAN MERSİNİ MARMELATI | KAYISI | ÇİLEK REÇELİ | DİL PEYNİRİ | FINDIK EZMESİ | MANDALİNA | VİŞNE SUYU LD | SEMİZOTU SALATASI | FINDIKLI İRMİK HELVASI | ETSİZ PATATES OTURTMASI | AKDENİZ SALATASI LD | HAVUÇ SALATASI LD | NARLI KAHVALTI SALATASI
35,106.2,15.52,250.0,0,4,10,14,2017.29,68.21,206.81,18.85,2276.71,93;252;367;52;44;91;14;3;341;370;241;243;48;200,YOĞURT B | KAYISI SUYU LD | TAM BUĞDAY EKMEK LD | ÖRGÜ PEYNİRİ | LOR PEYNİRİ | YER FISTIĞI EZMESİ | DİL PEYNİRİ | AYVA REÇELİ | SARAY ÇORBASI | TEL ŞEHRİYELİ HAVUÇ ÇORBASI | KABAK KALYE | KABAK TARATOR | MEVSİM SALATASI | FINDIKLI İRMİK HELVASI
36,105.2,27.4,165.0,0,2,10,13,1977.27,105.45,227.34,21.61,2514.18,286;44;36;208;18;16;362;252;91;121;353;62;176,MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | ŞEFTALİ SUYU LD | KAYISI SUYU LD | YER FISTIĞI EZMESİ | BALIK KIZARTMASI | SEMİZOTU SALATASI LD | PEYNİRLİ AKDENİZ SALATASI | ETSİZ BULGURLU ISPANAK
37,102.8,27.74,185.0,1,5,10,12,2061.64,91.2,243.81,25.45,1575.32,286;44;36;208;18;16;362;91;13;121;17;174,MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | ŞEFTALİ SUYU LD | YER FISTIĞI EZMESİ | ÇOBAN SALATASI | BALIK KIZARTMASI | ELMA DİLİM PATATES KIZARTMASI B | ETSİZ BİBER DOLMASI
38,102.6,31.02,117.0,0,4,8,15,2153.91,76.31,279.88,27.57,1398.96,76;158;35;2;213;160;362;88;105;139;82;100;34;28;48,SİYAH ZEYTIN | ELMA | KAYISI SUYU | ARMUT REÇELİ | HAVUÇ SUYU LD | ELMA SUYU LD | ŞEFTALİ SUYU LD | VİŞNE SUYU | ARMUT | ÇİLEK | TAHİN PEKMEZ | ANKARA TAVA | KARNABAHAR SALATASI | HİNDİ SALAMI | MEVSİM SALATASI
39,101.7,22.74,190.0,0,3,10,15,2126.24,38.49,321.18,34.26,1549.73,41;3;286;92;36;208;21;87;86;44;91;385;126;269;355,KURU KAYISI | AYVA REÇELİ | MANDALİNA | YEŞİL ZEYTIN | KAYMAK | GREYFURT SUYU LD | FINDIK EZMESİ | VİŞNE REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | YER FISTIĞI EZMESİ | YOĞURTLU HAVUÇ KIZARTMASI | BROKOLİ SALATASI LD | KREM ŞOKOLA | SOSLU PATLICAN KIZARTMASI
40,101.4,14.51,254.0,1,5,9,13,2011.09,47.6,231.92,22.05,1760.98,90;3;286;44;36;6;21;379;395;336;45;190;194,YAZ HELVASI | AYVA REÇELİ | MANDALİNA | LOR PEYNİRİ | KAYMAK | BEYAZ PEYNIR | FINDIK EZMESİ | YER FISTIKLI İRMİK HELVASI | YOĞURTLU SEMİZOTU | SALATALIK TURSUSU | MAKARNA SALATASI | ETSİZ PATATES OTURTMASI | ETSİZ PİRİNÇLİ PIRASA
41,99.7,28.26,152.0,1,5,10,13,2106.59,75.06,197.64,27.35,1688.78,3;286;44;36;208;18;16;248;82;91;125;95;394,AYVA REÇELİ | MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | KARPUZ | TAHİN PEKMEZ | YER FISTIĞI EZMESİ | BÖFSTRAGONOF | AKDENİZ SALATASI LD | YOĞURTLU PAZI
42,98.8,24.22,170.0,1,5,10,13,2009.44,53.38,296.13,20.22,1855.16,362;81;5;88;12;9;105;208;243;48;200;385;62,ŞEFTALİ SUYU LD | ŞEFTALİ SUYU | BAL | VİŞNE SUYU | ÇİLEK REÇELİ | ÇEÇİL PEYNİRİ | ARMUT | GREYFURT SUYU LD | KABAK TARATOR | MEVSİM SALATASI | FINDIKLI İRMİK HELVASI | YOĞURTLU HAVUÇ KIZARTMASI | PEYNİRLİ AKDENİZ SALATASI
43,97.1,23.06,127.0,0,4,10,13,2139.47,80.28,245.11,19.82,1585.75,3;286;44;36;208;18;16;248;82;91;314;28;363,AYVA REÇELİ | MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | KARPUZ | TAHİN PEKMEZ | YER FISTIĞI EZMESİ | PATATES SOTE | HİNDİ SALAMI | ŞEHRİYELİ  GÜVEÇ
44,94.8,14.66,242.0,0,4,9,13,1991.56,43.88,277.15,24.64,1670.46,3;286;44;36;208;18;16;248;82;91;109;314;180,AYVA REÇELİ | MANDALİNA | LOR PEYNİRİ | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | KARPUZ | TAHİN PEKMEZ | YER FISTIĞI EZMESİ | ARPA ŞEHRİYELİ AYRAN ÇORBASI | PATATES SOTE | ETSİZ GÜVEÇ
45,90.9,19.92,200.0,1,5,10,12,2077.35,57.18,288.1,31.71,2249.08,250;286;61;16;18;375;26;131;329;242;150;95,KAVUN | MANDALİNA | PERMESAN PEYNİRİ | EKMEK | ELMA SUYU | ÜZÜM | HAVUÇ-TURP SALATASI | CACIK | PİRİNÇLİ NOHUT ÇORBASI | KABAK MÜCVER | DOMATESLİ BİBERLİ ERİŞTE | AKDENİZ SALATASI LD
46,89.9,13.8,150.0,0,3,8,11,2495.41,45.91,297.38,29.64,1468.88,367;155;362;158;27;74;200;190;95;212;51,TAM BUĞDAY EKMEK LD | EKMEK LD | ŞEFTALİ SUYU LD | ELMA | HAZIR PAKETLİ TATLI-TAHİN HELVASI | SEMİZOTU SALATASI | FINDIKLI İRMİK HELVASI | ETSİZ PATATES OTURTMASI | AKDENİZ SALATASI LD | HAVUÇ SALATASI LD | NARLI KAHVALTI SALATASI
