solution_id,preference,cost,time,feasible,compliance_5,distinct_groups,n_foods,energy,protein,carbohydrate,fiber,sodium,food_ids,food_names
47,88.9,18.52,160.0,1,5,9,11,2043.57,57.16,263.1,29.7,1648.97,265;44;91;14;3;286;16;18;316;405;269,KİVİ | LOR PEYNİRİ | YER FISTIĞI EZMESİ | DİL PEYNİRİ | AYVA REÇELİ | MANDALİNA | EKMEK | ELMA SUYU | PATLICAN MUSAKKA | ZEYTİNYAĞLI TAZE FASULYE | KREM ŞOKOLA
48,88.0,12.63,355.0,0,4,11,12,2299.38,49.84,302.16,37.37,1626.9,67;82;81;139;11;272;245;56;43;383;280;360,PORTAKAL SUYU | TAHİN PEKMEZ | ŞEFTALİ SUYU | ÇİLEK | ÇİKOLATALI YULAF GEVREĞİ | KREMALI FESLEĞENLİ MAKARNA | KARIŞIK TURŞU | PATATES SALATASI | KÜP PATATES KIZARTMASI B | YOĞURTLU BUĞDAY ÇORBASI | KÜP PATATES KIZARTMASI | ŞAKŞUKA
49,87.3,11.25,567.0,1,5,8,12,2319.46,46.24,241.64,23.77,2015.84,65;44;7;86;82;280;211;153;179;312;294;392,PEYNİRLİ MİLFÖY BÖREĞİ | LOR PEYNİRİ | BÖĞÜRTLEN REÇELİ | ÜZÜM PEKMEZİ | TAHİN PEKMEZ | KÜP PATATES KIZARTMASI | HAVUÇ ÇORBASI | DOMATESLİ PİRİNÇ PİLAVI | ETSİZ BULGURLU PATATESLİ LAHANA | PATATES PÜRESİ | MELEK PİLAVI | YOĞURTLU MANTI MAKARNA
50,86.9,17.8,170.0,0,3,9,12,2013.04,54.1,300.38,19.96,1850.66,362;81;5;88;331;9;105;243;48;200;385;62,ŞEFTALİ SUYU LD | ŞEFTALİ SUYU | BAL | VİŞNE SUYU | PORTAKAL SUYU LD | ÇEÇİL PEYNİRİ | ARMUT | KABAK TARATOR | MEVSİM SALATASI | FINDIKLI İRMİK HELVASI | YOĞURTLU HAVUÇ KIZARTMASI | PEYNİRLİ AKDENİZ SALATASI
51,85.8,25.78,77.0,0,4,9,12,2111.25,82.73,284.52,19.72,1617.79,42;80;302;86;367;265;44;5;82;245;131;100,KUŞBURNU MARMELATI | ŞEFTALİ REÇELİ | MUZ | ÜZÜM PEKMEZİ | TAM BUĞDAY EKMEK LD | KİVİ | LOR PEYNİRİ | BAL | TAHİN PEKMEZ | KARIŞIK TURŞU | CACIK | ANKARA TAVA
52,84.0,11.27,270.0,0,3,9,10,1998.87,42.34,300.09,35.52,1511.38,82;50;362;158;126;312;344;24;216;200,TAHİN PEKMEZ | MEYVELİ YULAF GEVREĞİ | ŞEFTALİ SUYU LD | ELMA | BROKOLİ SALATASI LD | PATATES PÜRESİ | SEBZE GRATEN | HAVUÇ SALATASI | HAVUÇ-TURP SALATASI LD | FINDIKLI İRMİK HELVASI
53,82.3,10.65,439.0,1,5,10,12,2350.84,45.97,238.27,24.86,2120.61,32;92;44;86;45;312;343;108;185;141;386;379,ISPANAKLI MİLFÖY BÖREĞİ | YEŞİL ZEYTIN | LOR PEYNİRİ | ÜZÜM PEKMEZİ | MAKARNA SALATASI | PATATES PÜRESİ | SEBZE GARNİTÜR (HAŞLANMIŞ) LD | ARPA ŞEHRİYE PİLAVI | ETSİZ KEREVİZ | ÇOBAN SALATASI LD | YOĞURTLU ISPANAK | YER FISTIKLI İRMİK HELVASI
54,80.2,13.21,218.0,1,5,8,10,2046.99,57.32,265.1,38.81,1917.88,89;50;252;367;334;132;196;141;48;109,YABAN MERSİNİ MARMELATI | MEYVELİ YULAF GEVREĞİ | KAYISI SUYU LD | TAM BUĞDAY EKMEK LD | ROKA SALATASI LD | CACIK LD | ETSİZ TÜRLÜ | ÇOBAN SALATASI LD | MEVSİM SALATASI | ARPA ŞEHRİYELİ AYRAN ÇORBASI
55,79.2,13.18,155.0,0,4,8,10,2320.17,41.48,316.26,39.22,1540.23,82;50;362;158;74;200;190;95;212;51,TAHİN PEKMEZ | MEYVELİ YULAF GEVREĞİ | ŞEFTALİ SUYU LD | ELMA | SEMİZOTU SALATASI | FINDIKLI İRMİK HELVASI | ETSİZ PATATES OTURTMASI | AKDENİZ SALATASI LD | HAVUÇ SALATASI LD | NARLI KAHVALTI SALATASI
56,78.4,16.33,143.0,1,5,9,10,2131.27,53.39,255.37,39.85,1566.12,330;22;16;88;94;331;297;51;316;190,PORTAKAL | GREYFURT SUYU | EKMEK | VİŞNE SUYU | YULAF GEVREĞİ | PORTAKAL SUYU LD | MEVSİM SALATASI LD | NARLI KAHVALTI SALATASI | PATLICAN MUSAKKA | ETSİZ PATATES OTURTMASI
57,77.9,10.49,268.0,0,4,8,9,1994.26,42.04,295.57,35.44,1509.48,362;286;50;126;312;344;24;216;200,ŞEFTALİ SUYU LD | MANDALİNA | MEYVELİ YULAF GEVREĞİ | BROKOLİ SALATASI LD | PATATES PÜRESİ | SEBZE GRATEN | HAVUÇ SALATASI | HAVUÇ-TURP SALATASI LD | FINDIKLI İRMİK HELVASI
58,76.9,13.16,240.0,1,5,9,11,2040.06,41.93,294.55,24.68,1696.65,3;286;155;36;208;18;16;248;109;314;180,AYVA REÇELİ | MANDALİNA | EKMEK LD | KAYMAK | GREYFURT SUYU LD | ELMA SUYU | EKMEK | KARPUZ | ARPA ŞEHRİYELİ AYRAN ÇORBASI | PATATES SOTE | ETSİZ GÜVEÇ
59,76.1,16.86,130.0,0,4,7,11,2089.58,46.69,265.34,31.43,1465.05,42;155;18;113;248;44;36;375;311;246;243,KUŞBURNU MARMELATI | EKMEK LD | ELMA SUYU | AYVA | KARPUZ | LOR PEYNİRİ | KAYMAK | ÜZÜM | PATATES OTURTMASI | KARNABAHAR SALATASI LD | KABAK TARATOR
60,75.6,12.99,205.0,1,5,9,10,2033.56,71.27,261.0,32.15,1633.91,52;330;286;18;76;27;188;280;242;300,ÖRGÜ PEYNİRİ | PORTAKAL | MANDALİNA | ELMA SUYU | SİYAH ZEYTIN | HAZIR PAKETLİ TATLI-TAHİN HELVASI | ETSİZ NOHUT | KÜP PATATES KIZARTMASI | KABAK MÜCVER | MISIRLI AYRAN ÇORBASI
61,72.2,9.63,491.0,1,5,9,10,2371.77,60.41,247.07,34.3,2061.23,32;76;82;44;45;249;380;344;96;172,ISPANAKLI MİLFÖY BÖREĞİ | SİYAH ZEYTIN | TAHİN PEKMEZ | LOR PEYNİRİ | MAKARNA SALATASI | KAŞAR PEYNİRLİ MAKARNA | YEŞİL MERCİMEKLİ ERİŞTE | SEBZE GRATEN | ALACA ÇORBASI | ETSİZ BARBUNYA
62,70.1,9.43,595.0,1,5,9,11,2320.38,43.76,240.6,24.77,2118.73,32;92;44;86;280;211;153;179;312;294;392,ISPANAKLI MİLFÖY BÖREĞİ | YEŞİL ZEYTIN | LOR PEYNİRİ | ÜZÜM PEKMEZİ | KÜP PATATES KIZARTMASI | HAVUÇ ÇORBASI | DOMATESLİ PİRİNÇ PİLAVI | ETSİZ BULGURLU PATATESLİ LAHANA | PATATES PÜRESİ | MELEK PİLAVI | YOĞURTLU MANTI MAKARNA
63,70.1,10.2,425.0,1,5,9,9,2014.39,52.52,189.94,37.71,2002.88,65;44;91;334;108;150;296;194;173,PEYNİRLİ MİLFÖY BÖREĞİ | LOR PEYNİRİ | YER FISTIĞI EZMESİ | ROKA SALATASI LD | ARPA ŞEHRİYE PİLAVI | DOMATESLİ BİBERLİ ERİŞTE | MERCİMEK ÇORBASI LD | ETSİZ PİRİNÇLİ PIRASA | ETSİZ BEZELYE
64,70.0,16.89,100.0,0,2,7,9,2251.38,104.1,302.66,25.47,1491.13,93;44;91;14;3;286;16;114;281,YOĞURT B | LOR PEYNİRİ | YER FISTIĞI EZMESİ | DİL PEYNİRİ | AYVA REÇELİ | MANDALİNA | EKMEK | AYVA TATLISI | MACAR GULAŞ
65,67.4,9.4,395.0,0,4,7,8,1991.42,51.49,245.73,40.71,1618.11,91;33;358;241;179;212;43;8,YER FISTIĞI EZMESİ | ISPANAKLI YUFKA BÖREĞİ | SÜTLAÇ | KABAK KALYE | ETSİZ BULGURLU PATATESLİ LAHANA | HAVUÇ SALATASI LD | KÜP PATATES KIZARTMASI B | BROKOLİ SALATASI
66,67.4,10.03,432.0,1,5,9,10,2399.25,53.88,205.51,28.86,1923.21,32;86;76;82;26;385;273;10;190;123,ISPANAKLI MİLFÖY BÖREĞİ | ÜZÜM PEKMEZİ | SİYAH ZEYTIN | TAHİN PEKMEZ | HAVUÇ-TURP SALATASI | YOĞURTLU HAVUÇ KIZARTMASI | KREMALI ISPANAK ÇORBASI | ÇILBIR | ETSİZ PATATES OTURTMASI | BARBUNYA PİLAKİ
67,66.7,14.73,130.0,0,4,7,8,1993.99,49.07,279.22,25.93,1692.47,302;155;75;44;81;311;246;243,MUZ | EKMEK LD | SİMİT | LOR PEYNİRİ | ŞEFTALİ SUYU | PATATES OTURTMASI | KARNABAHAR SALATASI LD | KABAK TARATOR
68,65.5,10.87,190.0,0,2,8,9,1961.21,67.27,221.81,19.53,1472.52,286;16;18;27;336;346;381;129;360,MANDALİNA | EKMEK | ELMA SUYU | HAZIR PAKETLİ TATLI-TAHİN HELVASI | SALATALIK TURSUSU | SEBZELİ BULGUR PİLAVI | YOĞURT | BULGUR PİLAVI | ŞAKŞUKA
69,63.1,9.86,306.0,1,5,7,9,2234.1,51.48,299.48,30.35,1569.18,89;94;160;11;404;159;152;109;400,YABAN MERSİNİ MARMELATI | YULAF GEVREĞİ | ELMA SUYU LD | ÇİKOLATALI YULAF GEVREĞİ | ZEYTİNYAĞLI SEMİZOTU | ELMA DİLİM PATATES KIZARTMASI | DOMATESLİ MAKARNA | ARPA ŞEHRİYELİ AYRAN ÇORBASI | ZEYTİNYAĞLI KABAK DOLMASI
70,60.5,12.17,120.0,0,3,7,9,1985.1,42.93,320.14,34.93,1663.2,6;80;158;286;302;216;200;385;62,BEYAZ PEYNIR | ŞEFTALİ REÇELİ | ELMA | MANDALİNA | MUZ | HAVUÇ-TURP SALATASI LD | FINDIKLI İRMİK HELVASI | YOĞURTLU HAVUÇ KIZARTMASI | PEYNİRLİ AKDENİZ SALATASI
71,60.0,10.92,225.0,1,5,7,8,2200.53,68.05,258.27,28.14,2198.91,9;331;33;243;48;200;385;62,ÇEÇİL PEYNİRİ | PORTAKAL SUYU LD | ISPANAKLI YUFKA BÖREĞİ | KABAK TARATOR | MEVSİM SALATASI | FINDIKLI İRMİK HELVASI | YOĞURTLU HAVUÇ KIZARTMASI | PEYNİRLİ AKDENİZ SALATASI
72,59.6,10.47,300.0,0,4,8,8,2176.82,76.92,243.73,18.01,1612.89,63;367;14;131;379;96;188;203,PEYNİRLİ GÜL BÖREĞİ | TAM BUĞDAY EKMEK LD | DİL PEYNİRİ | CACIK | YER FISTIKLI İRMİK HELVASI | ALACA ÇORBASI | ETSİZ NOHUT | FIRIN MAKARNA
73,58.5,22.8,98.0,1,5,7,9,2040.92,88.41,263.9,34.14,2050.55,331;213;35;113;252;50;245;131;100,PORTAKAL SUYU LD | HAVUÇ SUYU LD | KAYISI SUYU | AYVA | KAYISI SUYU LD | MEYVELİ YULAF GEVREĞİ | KARIŞIK TURŞU | CACIK | ANKARA TAVA
74,57.8,10.84,188.0,1,5,6,7,2017.97,70.73,227.74,23.29,2282.61,11;112;317;132;360;68;358,ÇİKOLATALI YULAF GEVREĞİ | AYRAN | PEYNİRLİ AKDENİZ SALATASI LD | CACIK LD | ŞAKŞUKA | POŞE YUMURTA | SÜTLAÇ
75,56.0,7.92,400.0,1,5,8,8,2129.0,51.42,250.09,34.76,1698.87,73;272;245;56;43;383;280;360,SEBZELİ YUFKA BÖREĞİ | KREMALI FESLEĞENLİ MAKARNA | KARIŞIK TURŞU | PATATES SALATASI | KÜP PATATES KIZARTMASI B | YOĞURTLU BUĞDAY ÇORBASI | KÜP PATATES KIZARTMASI | ŞAKŞUKA
76,56.0,6.78,335.0,0,4,7,9,2225.61,40.36,233.38,18.75,1719.75,32;92;44;86;150;350;334;190;392,ISPANAKLI MİLFÖY BÖREĞİ | YEŞİL ZEYTIN | LOR PEYNİRİ | ÜZÜM PEKMEZİ | DOMATESLİ BİBERLİ ERİŞTE | SEBZELİ MAKARNA | ROKA SALATASI LD | ETSİZ PATATES OTURTMASI | YOĞURTLU MANTI MAKARNA
77,53.5,8.37,277.0,1,5,6,7,2212.03,43.09,175.24,22.1,1709.0,65;44;91;196;147;190;298,PEYNİRLİ MİLFÖY BÖREĞİ | LOR PEYNİRİ | YER FISTIĞI EZMESİ | ETSİZ TÜRLÜ | DOMATES SALATALIK SÖĞÜŞ LD | ETSİZ PATATES OTURTMASI | MEYHANE PİLAVI
78,52.9,8.75,318.0,0,4,7,8,2112.88,39.36,250.31,39.13,1770.72,11;158;155;190;342;74;47;196,ÇİKOLATALI YULAF GEVREĞİ | ELMA | EKMEK LD | ETSİZ PATATES OTURTMASI | SEBZE ÇORBASI | SEMİZOTU SALATASI | MERCİMEK ÇORBASI | ETSİZ TÜRLÜ
79,51.8,18.34,100.0,0,4,7,7,2072.8,77.27,279.87,19.03,1507.51,160;81;302;75;155;395;100,ELMA SUYU LD | ŞEFTALİ SUYU | MUZ | SİMİT | EKMEK LD | YOĞURTLU SEMİZOTU | ANKARA TAVA
80,51.7,22.77,93.0,1,5,8,9,2106.17,99.48,255.2,33.64,2138.05,93;213;35;113;252;50;245;131;100,YOĞURT B | HAVUÇ SUYU LD | KAYISI SUYU | AYVA | KAYISI SUYU LD | MEYVELİ YULAF GEVREĞİ | KARIŞIK TURŞU | CACIK | ANKARA TAVA
81,51.4,8.39,260.0,1,5,6,6,2007.2,52.22,223.15,25.85,1680.06,44;66;343;379;116;360,LOR PEYNİRİ | PEYNİRLİ YUFKA BÖREĞİ | SEBZE GARNİTÜR (HAŞLANMIŞ) LD | YER FISTIKLI İRMİK HELVASI | BADEMLİ PİRİNÇ PİLAVI | ŞAKŞUKA
82,49.6,9.93,250.0,1,5,7,7,2054.25,72.95,271.45,29.43,1651.95,25;6;60;131;379;96;188,HAVUÇ SUYU | BEYAZ PEYNIR | PATATESLİ YUFKA BÖREĞİ | CACIK | YER FISTIKLI İRMİK HELVASI | ALACA ÇORBASI | ETSİZ NOHUT
83,47.1,11.37,240.0,1,5,8,8,2019.8,76.49,251.92,33.4,1627.34,27;88;41;381;203;183;132;188,HAZIR PAKETLİ TATLI-TAHİN HELVASI | VİŞNE SUYU | KURU KAYISI | YOĞURT | FIRIN MAKARNA | ETSİZ KAPUSKA | CACIK LD | ETSİZ NOHUT
84,43.5,6.92,295.0,0,4,5,5,2283.16,67.72,256.32,36.29,1494.1,66;188;379;4;360,PEYNİRLİ YUFKA BÖREĞİ | ETSİZ NOHUT | YER FISTIKLI İRMİK HELVASI | BAHARATLI ELMA DİLİM PATATES KIZARTMASI B | ŞAKŞUKA
85,41.4,8.27,315.0,1,5,7,7,2313.95,80.02,299.77,32.53,1615.91,67;33;131;379;96;188;203,PORTAKAL SUYU | ISPANAKLI YUFKA BÖREĞİ | CACIK | YER FISTIKLI İRMİK HELVASI | ALACA ÇORBASI | ETSİZ NOHUT | FIRIN MAKARNA
86,41.1,15.93,75.0,0,4,6,7,1931.82,85.61,216.83,24.52,1894.58,155;302;158;6;245;131;100,EKMEK LD | MUZ | ELMA | BEYAZ PEYNIR | KARIŞIK TURŞU | CACIK | ANKARA TAVA
87,38.4,6.91,305.0,1,5,6,6,2074.76,59.13,237.02,28.43,1553.2,362;66;346;134;17;360,ŞEFTALİ SUYU LD | PEYNİRLİ YUFKA BÖREĞİ | SEBZELİ BULGUR PİLAVI | CEVİZLİ ERİŞTE | ELMA DİLİM PATATES KIZARTMASI B | ŞAKŞUKA
88,36.2,14.85,120.0,0,4,6,6,2017.58,85.57,217.06,23.1,1496.86,302;155;93;100;51;152,MUZ | EKMEK LD | YOĞURT B | ANKARA TAVA | NARLI KAHVALTI SALATASI | DOMATESLİ MAKARNA
89,35.4,8.35,215.0,0,4,6,6,1955.06,57.89,175.12,22.57,1771.44,65;139;381;203;183;132,PEYNİRLİ MİLFÖY BÖREĞİ | ÇİLEK | YOĞURT | FIRIN MAKARNA | ETSİZ KAPUSKA | CACIK LD
90,33.3,8.05,245.0,1,5,5,5,2034.78,53.77,238.94,32.05,1599.18,73;242;214;115;393,SEBZELİ YUFKA BÖREĞİ | KABAK MÜCVER | HAVUÇ TARATOR | BADEMLİ MUHALLEBİ | YOĞURTLU PATLICAN KIZARTMASI
91,30.2,8.6,255.0,0,4,6,6,1995.49,65.0,241.57,24.8,1717.95,25;6;60;180;381;109,HAVUÇ SUYU | BEYAZ PEYNIR | PATATESLİ YUFKA BÖREĞİ | ETSİZ GÜVEÇ | YOĞURT | ARPA ŞEHRİYELİ AYRAN ÇORBASI
92,26.8,7.69,295.0,1,5,6,6,2037.38,80.57,239.97,41.84,1921.91,73;381;203;183;132;188,SEBZELİ YUFKA BÖREĞİ | YOĞURT | FIRIN MAKARNA | ETSİZ KAPUSKA | CACIK LD | ETSİZ NOHUT
