solution_id,preference,cost,time,feasible,compliance_5,distinct_groups,n_foods,energy,protein,carbohydrate,fiber,sodium,food_ids,food_names
10,173.5,35.61,304.0,0,4,14,23,2191.63,39.94,280.07,25.88,1684.54,18;376;160;12;82;3;86;2;44;76;36;7;367;89;92;5;34;196;68;249;197;216;23,ELMA SUYU | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | ARMUT REÇELİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | YEŞİL ZEYTIN | BAL | KARNABAHAR SALATASI | ETSİZ TÜRLÜ | POŞE YUMURTA | KAŞAR PEYNİRLİ MAKARNA | EZOGELİN ÇORBASI LD | HAVUÇ-TURP SALATASI LD | HAŞLANMIŞ YUMURTA
11,172.3,34.24,182.0,0,2,11,21,1866.36,38.62,271.47,21.94,1370.37,18;376;160;12;82;3;86;44;76;36;7;367;89;251;92;5;91;372;313;214;353,ELMA SUYU | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | KAYISI | YEŞİL ZEYTIN | BAL | YER FISTIĞI EZMESİ | TOYGA ÇORBASI | PATATES SALATASI LD | HAVUÇ TARATOR | SEMİZOTU SALATASI LD
12,172.2,31.44,212.0,1,5,13,21,2061.58,50.38,283.32,34.41,1676.48,18;376;160;12;82;3;86;44;2;36;7;367;89;91;5;76;85;353;190;386;172,ELMA SUYU | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | ARMUT REÇELİ | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | YER FISTIĞI EZMESİ | BAL | SİYAH ZEYTIN | TAVADA YUMURTA | SEMİZOTU SALATASI LD | ETSİZ PATATES OTURTMASI | YOĞURTLU ISPANAK | ETSİZ BARBUNYA
13,167.5,33.57,202.0,0,3,12,21,1911.39,55.09,275.29,31.6,1455.93,251;76;36;3;82;18;44;367;89;376;42;7;21;12;92;86;91;188;297;385;129,KAYISI | SİYAH ZEYTIN | KAYMAK | AYVA REÇELİ | TAHİN PEKMEZ | ELMA SUYU | LOR PEYNİRİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | VİŞNE SUYU LD | KUŞBURNU MARMELATI | BÖĞÜRTLEN REÇELİ | FINDIK EZMESİ | ÇİLEK REÇELİ | YEŞİL ZEYTIN | ÜZÜM PEKMEZİ | YER FISTIĞI EZMESİ | ETSİZ NOHUT | MEVSİM SALATASI LD | YOĞURTLU HAVUÇ KIZARTMASI | BULGUR PİLAVI
14,163.6,40.9,142.0,0,3,11,22,1898.42,63.37,231.16,28.79,2598.32,139;21;160;12;82;3;86;92;44;76;36;7;367;89;251;42;91;394;246;62;372;381,ÇİLEK | FINDIK EZMESİ | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | YEŞİL ZEYTIN | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | KAYISI | KUŞBURNU MARMELATI | YER FISTIĞI EZMESİ | YOĞURTLU PAZI | KARNABAHAR SALATASI LD | PEYNİRLİ AKDENİZ SALATASI | TOYGA ÇORBASI | YOĞURT
15,162.9,24.51,367.0,0,3,12,21,1954.07,50.27,232.79,29.58,2625.8,16;161;7;82;3;86;44;76;36;35;367;89;52;336;26;8;47;303;211;20;51,EKMEK | ERİK | BÖĞÜRTLEN REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | KAYISI SUYU | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | SALATALIK TURSUSU | HAVUÇ-TURP SALATASI | BROKOLİ SALATASI | MERCİMEK ÇORBASI | NOHUT ÇORBASI | HAVUÇ ÇORBASI | EZOGELİN ÇORBASI | NARLI KAHVALTI SALATASI
16,161.5,22.71,482.0,0,3,10,20,2379.05,37.5,341.68,44.05,1546.27,18;376;160;12;82;302;86;44;76;36;7;92;275;312;280;185;159;309;141;178,ELMA SUYU | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | MUZ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | YEŞİL ZEYTIN | KREMALI MANTARLI FESLEĞENLİ MAKARNA | PATATES PÜRESİ | KÜP PATATES KIZARTMASI | ETSİZ KEREVİZ | ELMA DİLİM PATATES KIZARTMASI | PARMAK PATATES KIZARTMASI | ÇOBAN SALATASI LD | ETSİZ BULGURLU LAHANA
17,155.6,25.18,287.0,0,2,12,20,2060.7,38.67,315.34,41.47,1372.09,3;76;36;113;18;44;5;367;89;376;42;7;21;92;82;86;194;179;200;291,AYVA REÇELİ | SİYAH ZEYTIN | KAYMAK | AYVA | ELMA SUYU | LOR PEYNİRİ | BAL | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | VİŞNE SUYU LD | KUŞBURNU MARMELATI | BÖĞÜRTLEN REÇELİ | FINDIK EZMESİ | YEŞİL ZEYTIN | TAHİN PEKMEZ | ÜZÜM PEKMEZİ | ETSİZ PİRİNÇLİ PIRASA | ETSİZ BULGURLU PATATESLİ LAHANA | FINDIKLI İRMİK HELVASI | MANTARLI MAKARNA
18,154.0,33.12,207.0,0,4,13,19,2381.9,43.12,322.77,34.67,1808.03,251;3;76;36;361;44;87;82;367;89;18;7;343;191;245;269;26;28;298,KAYISI | AYVA REÇELİ | SİYAH ZEYTIN | KAYMAK | ŞEFTALİ | LOR PEYNİRİ | VİŞNE REÇELİ | TAHİN PEKMEZ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ELMA SUYU | BÖĞÜRTLEN REÇELİ | SEBZE GARNİTÜR (HAŞLANMIŞ) LD | ETSİZ PATLICAN MUSAKKA | KARIŞIK TURŞU | KREM ŞOKOLA | HAVUÇ-TURP SALATASI | HİNDİ SALAMI | MEYHANE PİLAVI
19,153.7,24.25,452.0,0,3,13,18,2349.28,42.99,341.84,48.7,1447.37,82;44;367;89;18;376;302;42;7;21;212;117;171;372;55;275;141;405,TAHİN PEKMEZ | LOR PEYNİRİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ELMA SUYU | VİŞNE SUYU LD | MUZ | KUŞBURNU MARMELATI | BÖĞÜRTLEN REÇELİ | FINDIK EZMESİ | HAVUÇ SALATASI LD | BAHARATLI ELMA DİLİM PATATES KIZARTMASI | ETSİZ BAMYA | TOYGA ÇORBASI | PATATES PÜRESİ B | KREMALI MANTARLI FESLEĞENLİ MAKARNA | ÇOBAN SALATASI LD | ZEYTİNYAĞLI TAZE FASULYE
20,152.2,32.75,187.0,0,3,14,20,2181.62,32.11,344.93,32.27,1556.44,252;160;12;82;3;86;44;22;76;36;361;367;89;92;114;28;191;217;85;284,KAYISI SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | GREYFURT SUYU | SİYAH ZEYTIN | KAYMAK | ŞEFTALİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | YEŞİL ZEYTIN | AYVA TATLISI | HİNDİ SALAMI | ETSİZ PATLICAN MUSAKKA | HAYDARİ | TAVADA YUMURTA | MAKARNA-KUSKUS
21,152.1,36.27,132.0,0,3,12,20,1909.54,44.13,235.74,27.44,1482.46,18;376;160;12;82;3;86;44;76;36;7;367;89;251;92;5;91;316;74;185,ELMA SUYU | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | KAYISI | YEŞİL ZEYTIN | BAL | YER FISTIĞI EZMESİ | PATLICAN MUSAKKA | SEMİZOTU SALATASI | ETSİZ KEREVİZ
22,151.5,28.61,344.0,1,5,12,22,2031.01,62.53,245.19,28.59,2177.63,21;376;160;12;82;3;86;44;76;36;7;367;89;52;203;23;310;328;77;266;108;199,FINDIK EZMESİ | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | FIRIN MAKARNA | HAŞLANMIŞ YUMURTA | PATATES ÇORBASI | PİRİNÇLİ HAVUÇ ÇORBASI | SOSİS | KORNİŞON TURŞU | ARPA ŞEHRİYE PİLAVI | FASULYE PİYAZI
23,150.8,42.42,177.0,1,5,10,20,2054.36,48.66,227.85,31.24,1780.91,213;376;160;12;82;3;86;44;76;36;7;367;89;251;21;92;5;316;401;393,HAVUÇ SUYU LD | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | KAYISI | FINDIK EZMESİ | YEŞİL ZEYTIN | BAL | PATLICAN MUSAKKA | ZEYTİNYAĞLI KARNABAHAR | YOĞURTLU PATLICAN KIZARTMASI
24,150.5,25.46,377.0,0,4,14,19,1962.78,43.35,265.97,42.03,1777.69,160;91;213;113;5;82;3;44;76;36;7;367;24;152;214;353;234;253;189,ELMA SUYU LD | YER FISTIĞI EZMESİ | HAVUÇ SUYU LD | AYVA | BAL | TAHİN PEKMEZ | AYVA REÇELİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | HAVUÇ SALATASI | DOMATESLİ MAKARNA | HAVUÇ TARATOR | SEMİZOTU SALATASI LD | ISPANAKLI PATATES ÇORBASI | KEMALPAŞA TATLISI | ETSİZ NOHUTLU BRÜKSEL LAHANASI
25,150.2,29.29,247.0,0,3,11,20,2107.49,48.04,254.78,18.56,2349.79,18;376;160;12;82;3;86;44;76;36;7;367;89;52;116;217;352;254;245;360,ELMA SUYU | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | BADEMLİ PİRİNÇ PİLAVI | HAYDARİ | SEBZELİ PİRİNÇ PİLAVI | KISIR | KARIŞIK TURŞU | ŞAKŞUKA
26,149.6,23.65,557.0,0,3,11,20,2134.87,39.03,313.42,22.74,1695.98,81;161;7;82;3;86;44;76;36;35;367;89;52;332;234;405;56;253;70;303,ŞEFTALİ SUYU | ERİK | BÖĞÜRTLEN REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | KAYISI SUYU | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | PORTAKALLI REVANİ | ISPANAKLI PATATES ÇORBASI | ZEYTİNYAĞLI TAZE FASULYE | PATATES SALATASI | KEMALPAŞA TATLISI | SEBZE GARNİTÜR (HAŞLANMIŞ) | NOHUT ÇORBASI
27,148.7,25.27,322.0,0,4,13,20,2082.12,54.87,310.58,24.27,1635.41,18;376;160;12;82;3;86;158;44;76;36;7;367;91;43;254;131;399;19;206,ELMA SUYU | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YER FISTIĞI EZMESİ | KÜP PATATES KIZARTMASI B | KISIR | CACIK | ZEYTİNYAĞLI ISPANAK | ERZİNCAN ÇORBASI | FIRIN SÜTLAÇ
28,148.6,25.02,292.0,0,3,13,19,2300.38,60.86,332.12,18.88,1928.0,76;36;361;44;87;82;367;89;18;376;7;21;92;86;379;317;312;181;4,SİYAH ZEYTIN | KAYMAK | ŞEFTALİ | LOR PEYNİRİ | VİŞNE REÇELİ | TAHİN PEKMEZ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ELMA SUYU | VİŞNE SUYU LD | BÖĞÜRTLEN REÇELİ | FINDIK EZMESİ | YEŞİL ZEYTIN | ÜZÜM PEKMEZİ | YER FISTIKLI İRMİK HELVASI | PEYNİRLİ AKDENİZ SALATASI LD | PATATES PÜRESİ | ETSİZ HAVUÇLU YEŞİL MERCİMEK | BAHARATLI ELMA DİLİM PATATES KIZARTMASI B
29,148.5,38.64,157.0,0,4,11,19,2207.28,88.65,262.38,20.64,1468.95,18;376;160;12;82;3;86;44;76;36;7;367;89;251;92;5;91;281;314,ELMA SUYU | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | KAYISI | YEŞİL ZEYTIN | BAL | YER FISTIĞI EZMESİ | MACAR GULAŞ | PATATES SOTE
30,147.5,27.71,142.0,0,3,11,19,1943.84,49.81,248.61,18.61,1521.98,21;376;160;12;82;3;86;44;76;36;7;367;89;52;20;51;381;115;334,FINDIK EZMESİ | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | EZOGELİN ÇORBASI | NARLI KAHVALTI SALATASI | YOĞURT | BADEMLİ MUHALLEBİ | ROKA SALATASI LD
31,147.2,34.93,137.0,1,5,9,18,2013.3,42.11,185.69,30.01,1518.02,21;376;160;12;82;3;86;44;76;36;7;367;89;52;191;46;13;1,FINDIK EZMESİ | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | ETSİZ PATLICAN MUSAKKA | MENEMEN | ÇOBAN SALATASI | AKDENİZ SALATASI
32,144.6,26.25,287.0,0,4,12,19,2084.91,36.06,281.99,32.44,1801.02,18;35;160;12;82;302;86;44;76;36;7;280;305;242;399;26;28;8;211,ELMA SUYU | KAYISI SUYU | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | MUZ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | KÜP PATATES KIZARTMASI | NOHUTLU PİRİNÇ PİLAVI | KABAK MÜCVER | ZEYTİNYAĞLI ISPANAK | HAVUÇ-TURP SALATASI | HİNDİ SALAMI | BROKOLİ SALATASI | HAVUÇ ÇORBASI
33,141.7,27.84,127.0,0,4,13,20,1887.74,41.81,262.53,32.48,1686.97,3;76;36;113;18;44;5;367;89;376;42;7;21;92;86;82;109;28;191;217,AYVA REÇELİ | SİYAH ZEYTIN | KAYMAK | AYVA | ELMA SUYU | LOR PEYNİRİ | BAL | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | VİŞNE SUYU LD | KUŞBURNU MARMELATI | BÖĞÜRTLEN REÇELİ | FINDIK EZMESİ | YEŞİL ZEYTIN | ÜZÜM PEKMEZİ | TAHİN PEKMEZ | ARPA ŞEHRİYELİ AYRAN ÇORBASI | HİNDİ SALAMI | ETSİZ PATLICAN MUSAKKA | HAYDARİ
34,141.3,19.56,407.0,0,4,13,18,2113.83,50.95,303.19,23.45,1856.16,16;161;7;82;3;86;44;76;36;35;367;89;52;214;47;303;43;332,EKMEK | ERİK | BÖĞÜRTLEN REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | KAYISI SUYU | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | HAVUÇ TARATOR | MERCİMEK ÇORBASI | NOHUT ÇORBASI | KÜP PATATES KIZARTMASI B | PORTAKALLI REVANİ
35,140.7,23.97,207.0,0,4,10,18,2010.4,45.67,247.34,19.36,1873.73,18;376;160;12;82;3;86;44;76;36;7;367;89;52;280;305;360;131,ELMA SUYU | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | KÜP PATATES KIZARTMASI | NOHUTLU PİRİNÇ PİLAVI | ŞAKŞUKA | CACIK
36,140.5,25.33,359.0,1,5,11,19,2109.3,51.12,239.89,36.63,2008.67,81;161;7;82;3;86;44;76;36;35;367;89;52;173;15;274;128;271;214,ŞEFTALİ SUYU | ERİK | BÖĞÜRTLEN REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | KAYISI SUYU | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | ETSİZ BEZELYE | DOMATES SALATALIK SÖĞÜŞ | KREMALI MANTAR ÇORBASI | BULGUR ÇORBASI | KREMALI DOMATES  ÇORBASI | HAVUÇ TARATOR
