solution_id,preference,cost,time,feasible,compliance_5,distinct_groups,n_foods,energy,protein,carbohydrate,fiber,sodium,food_ids,food_names
37,140.2,20.78,292.0,0,4,12,18,2296.98,69.68,304.68,28.79,1591.5,16;161;7;82;3;86;44;76;36;35;367;89;52;379;24;123;17;181,EKMEK | ERİK | BÖĞÜRTLEN REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | KAYISI SUYU | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | YER FISTIKLI İRMİK HELVASI | HAVUÇ SALATASI | BARBUNYA PİLAKİ | ELMA DİLİM PATATES KIZARTMASI B | ETSİZ HAVUÇLU YEŞİL MERCİMEK
38,135.7,26.56,112.0,0,4,11,17,1808.8,47.05,232.97,24.84,1793.57,22;252;160;12;82;3;86;44;76;36;361;367;89;92;360;132;131,GREYFURT SUYU | KAYISI SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | ŞEFTALİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | YEŞİL ZEYTIN | ŞAKŞUKA | CACIK LD | CACIK
39,133.8,24.44,287.0,0,4,12,19,2254.52,44.96,300.26,41.05,1785.87,35;36;361;44;87;82;367;89;18;7;21;92;86;309;162;386;342;396;190,KAYISI SUYU | KAYMAK | ŞEFTALİ | LOR PEYNİRİ | VİŞNE REÇELİ | TAHİN PEKMEZ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ELMA SUYU | BÖĞÜRTLEN REÇELİ | FINDIK EZMESİ | YEŞİL ZEYTIN | ÜZÜM PEKMEZİ | PARMAK PATATES KIZARTMASI | ERİŞTE | YOĞURTLU ISPANAK | SEBZE ÇORBASI | ZEYTİNYAĞLI BEZELYE | ETSİZ PATATES OTURTMASI
40,129.3,28.83,157.0,0,4,13,16,2008.63,45.51,307.78,25.43,1924.88,213;42;76;3;367;44;87;251;18;376;82;16;109;28;191;116,HAVUÇ SUYU LD | KUŞBURNU MARMELATI | SİYAH ZEYTIN | AYVA REÇELİ | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | VİŞNE REÇELİ | KAYISI | ELMA SUYU | VİŞNE SUYU LD | TAHİN PEKMEZ | EKMEK | ARPA ŞEHRİYELİ AYRAN ÇORBASI | HİNDİ SALAMI | ETSİZ PATLICAN MUSAKKA | BADEMLİ PİRİNÇ PİLAVI
41,126.7,20.09,267.0,0,4,11,15,2037.84,38.89,180.36,30.28,1891.18,76;36;89;376;44;82;367;61;28;191;174;54;216;309;141,SİYAH ZEYTIN | KAYMAK | YABAN MERSİNİ MARMELATI | VİŞNE SUYU LD | LOR PEYNİRİ | TAHİN PEKMEZ | TAM BUĞDAY EKMEK LD | PERMESAN PEYNİRİ | HİNDİ SALAMI | ETSİZ PATLICAN MUSAKKA | ETSİZ BİBER DOLMASI | PARMAK PATATES KIZARTMASI B | HAVUÇ-TURP SALATASI LD | PARMAK PATATES KIZARTMASI | ÇOBAN SALATASI LD
42,124.8,23.3,227.0,0,4,9,17,2176.86,40.8,303.81,33.84,1684.03,18;376;160;12;82;302;86;44;76;36;7;92;392;26;51;393;249,ELMA SUYU | VİŞNE SUYU LD | ELMA SUYU LD | ÇİLEK REÇELİ | TAHİN PEKMEZ | MUZ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | YEŞİL ZEYTIN | YOĞURTLU MANTI MAKARNA | HAVUÇ-TURP SALATASI | NARLI KAHVALTI SALATASI | YOĞURTLU PATLICAN KIZARTMASI | KAŞAR PEYNİRLİ MAKARNA
43,122.7,20.51,207.0,0,3,12,16,1981.0,45.01,322.93,36.37,1589.21,35;3;82;113;18;44;5;367;89;376;42;16;280;305;360;131,KAYISI SUYU | AYVA REÇELİ | TAHİN PEKMEZ | AYVA | ELMA SUYU | LOR PEYNİRİ | BAL | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | VİŞNE SUYU LD | KUŞBURNU MARMELATI | EKMEK | KÜP PATATES KIZARTMASI | NOHUTLU PİRİNÇ PİLAVI | ŞAKŞUKA | CACIK
44,122.2,26.02,155.0,0,4,13,16,2031.16,41.29,320.93,30.0,1600.13,22;18;44;5;367;89;376;302;7;21;92;76;109;28;191;116,GREYFURT SUYU | ELMA SUYU | LOR PEYNİRİ | BAL | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | VİŞNE SUYU LD | MUZ | BÖĞÜRTLEN REÇELİ | FINDIK EZMESİ | YEŞİL ZEYTIN | SİYAH ZEYTIN | ARPA ŞEHRİYELİ AYRAN ÇORBASI | HİNDİ SALAMI | ETSİZ PATLICAN MUSAKKA | BADEMLİ PİRİNÇ PİLAVI
45,119.8,15.09,312.0,0,3,13,14,2035.6,49.32,342.38,38.9,1465.29,42;367;44;87;18;376;302;82;76;179;297;385;129;291,KUŞBURNU MARMELATI | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | VİŞNE REÇELİ | ELMA SUYU | VİŞNE SUYU LD | MUZ | TAHİN PEKMEZ | SİYAH ZEYTIN | ETSİZ BULGURLU PATATESLİ LAHANA | MEVSİM SALATASI LD | YOĞURTLU HAVUÇ KIZARTMASI | BULGUR PİLAVI | MANTARLI MAKARNA
46,119.5,20.14,262.0,0,4,11,16,2471.31,62.69,262.29,32.93,1783.21,82;302;86;44;76;36;7;367;89;52;13;200;128;336;377;316,TAHİN PEKMEZ | MUZ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | ÇOBAN SALATASI | FINDIKLI İRMİK HELVASI | BULGUR ÇORBASI | SALATALIK TURSUSU | YAYLA ÇORBASI | PATLICAN MUSAKKA
47,117.7,17.99,361.0,1,5,9,15,2021.88,60.28,240.84,32.86,2088.08,42;86;9;376;14;82;208;6;76;81;177;190;123;283;189,KUŞBURNU MARMELATI | ÜZÜM PEKMEZİ | ÇEÇİL PEYNİRİ | VİŞNE SUYU LD | DİL PEYNİRİ | TAHİN PEKMEZ | GREYFURT SUYU LD | BEYAZ PEYNIR | SİYAH ZEYTIN | ŞEFTALİ SUYU | ETSİZ BULGURLU KABAK YAHNİ | ETSİZ PATATES OTURTMASI | BARBUNYA PİLAKİ | MAKARNA SALATASI LD | ETSİZ NOHUTLU BRÜKSEL LAHANASI
48,115.9,29.94,142.0,1,5,11,14,2225.45,96.24,256.93,20.63,1594.41,3;21;76;42;367;44;87;251;18;376;82;16;243;281,AYVA REÇELİ | FINDIK EZMESİ | SİYAH ZEYTIN | KUŞBURNU MARMELATI | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | VİŞNE REÇELİ | KAYISI | ELMA SUYU | VİŞNE SUYU LD | TAHİN PEKMEZ | EKMEK | KABAK TARATOR | MACAR GULAŞ
49,115.9,16.58,368.0,1,5,11,15,2117.14,50.56,299.27,42.81,1600.74,94;44;21;22;35;367;84;331;185;159;309;141;385;338;178,YULAF GEVREĞİ | LOR PEYNİRİ | FINDIK EZMESİ | GREYFURT SUYU | KAYISI SUYU | TAM BUĞDAY EKMEK LD | TAM BUĞDAY EKMEK | PORTAKAL SUYU LD | ETSİZ KEREVİZ | ELMA DİLİM PATATES KIZARTMASI | PARMAK PATATES KIZARTMASI | ÇOBAN SALATASI LD | YOĞURTLU HAVUÇ KIZARTMASI | SALÇALI MAKARNA | ETSİZ BULGURLU LAHANA
50,115.5,15.34,462.0,0,3,10,14,2241.91,47.7,309.31,18.75,1629.12,89;82;367;57;18;81;7;243;372;318;275;312;280;185,YABAN MERSİNİ MARMELATI | TAHİN PEKMEZ | TAM BUĞDAY EKMEK LD | PATATESLİ GÜL BÖREĞİ | ELMA SUYU | ŞEFTALİ SUYU | BÖĞÜRTLEN REÇELİ | KABAK TARATOR | TOYGA ÇORBASI | PEYNİRLİ MAKARNA | KREMALI MANTARLI FESLEĞENLİ MAKARNA | PATATES PÜRESİ | KÜP PATATES KIZARTMASI | ETSİZ KEREVİZ
51,114.4,14.61,305.0,0,4,9,15,2064.54,55.86,233.23,25.22,1490.28,76;36;7;367;89;52;91;93;56;280;159;309;141;385;338,SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | YER FISTIĞI EZMESİ | YOĞURT B | PATATES SALATASI | KÜP PATATES KIZARTMASI | ELMA DİLİM PATATES KIZARTMASI | PARMAK PATATES KIZARTMASI | ÇOBAN SALATASI LD | YOĞURTLU HAVUÇ KIZARTMASI | SALÇALI MAKARNA
52,113.0,19.84,230.0,0,3,11,14,2283.29,50.2,341.76,19.36,1570.08,18;67;42;36;367;375;88;44;7;115;131;272;344;8,ELMA SUYU | PORTAKAL SUYU | KUŞBURNU MARMELATI | KAYMAK | TAM BUĞDAY EKMEK LD | ÜZÜM | VİŞNE SUYU | LOR PEYNİRİ | BÖĞÜRTLEN REÇELİ | BADEMLİ MUHALLEBİ | CACIK | KREMALI FESLEĞENLİ MAKARNA | SEBZE GRATEN | BROKOLİ SALATASI
53,111.2,29.78,117.0,0,3,10,14,1980.64,86.08,231.98,28.33,1412.03,213;25;76;36;3;82;113;18;44;5;367;89;91;281,HAVUÇ SUYU LD | HAVUÇ SUYU | SİYAH ZEYTIN | KAYMAK | AYVA REÇELİ | TAHİN PEKMEZ | AYVA | ELMA SUYU | LOR PEYNİRİ | BAL | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | YER FISTIĞI EZMESİ | MACAR GULAŞ
54,110.0,15.15,255.0,1,5,10,14,2075.59,71.16,250.77,25.51,2009.86,44;76;36;7;367;89;52;91;93;179;297;385;129;269,LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | YER FISTIĞI EZMESİ | YOĞURT B | ETSİZ BULGURLU PATATESLİ LAHANA | MEVSİM SALATASI LD | YOĞURTLU HAVUÇ KIZARTMASI | BULGUR PİLAVI | KREM ŞOKOLA
55,108.6,19.5,232.0,1,5,10,14,2104.19,62.54,234.57,23.37,1626.13,376;22;82;3;44;76;36;7;367;89;52;311;134;188,VİŞNE SUYU LD | GREYFURT SUYU | TAHİN PEKMEZ | AYVA REÇELİ | LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | PATATES OTURTMASI | CEVİZLİ ERİŞTE | ETSİZ NOHUT
56,108.2,20.33,200.0,1,5,12,14,2063.07,46.79,226.88,28.49,1702.04,76;36;7;367;89;9;361;343;191;245;269;26;28;298,SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÇEÇİL PEYNİRİ | ŞEFTALİ | SEBZE GARNİTÜR (HAŞLANMIŞ) LD | ETSİZ PATLICAN MUSAKKA | KARIŞIK TURŞU | KREM ŞOKOLA | HAVUÇ-TURP SALATASI | HİNDİ SALAMI | MEYHANE PİLAVI
57,107.7,17.62,152.0,0,2,12,14,1928.76,39.84,279.41,29.15,1381.63,36;82;113;18;44;5;367;89;376;42;16;203;243;56,KAYMAK | TAHİN PEKMEZ | AYVA | ELMA SUYU | LOR PEYNİRİ | BAL | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | VİŞNE SUYU LD | KUŞBURNU MARMELATI | EKMEK | FIRIN MAKARNA | KABAK TARATOR | PATATES SALATASI
58,106.4,26.0,152.0,1,5,11,13,2131.16,40.62,209.58,34.14,2207.86,36;361;82;367;44;89;251;18;376;16;342;187;317,KAYMAK | ŞEFTALİ | TAHİN PEKMEZ | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | YABAN MERSİNİ MARMELATI | KAYISI | ELMA SUYU | VİŞNE SUYU LD | EKMEK | SEBZE ÇORBASI | ETSİZ MANTAR SOTE | PEYNİRLİ AKDENİZ SALATASI LD
59,105.0,31.39,112.0,0,4,9,13,2140.45,87.84,243.58,24.19,1363.85,213;42;76;3;367;44;87;251;161;376;82;16;118,HAVUÇ SUYU LD | KUŞBURNU MARMELATI | SİYAH ZEYTIN | AYVA REÇELİ | TAM BUĞDAY EKMEK LD | LOR PEYNİRİ | VİŞNE REÇELİ | KAYISI | ERİK | VİŞNE SUYU LD | TAHİN PEKMEZ | EKMEK | BAHÇIVAN KEBABI
60,102.5,19.64,122.0,0,4,10,13,2205.76,51.92,342.23,33.43,1604.08,90;367;361;82;3;86;44;27;114;109;28;191;245,YAZ HELVASI | TAM BUĞDAY EKMEK LD | ŞEFTALİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | HAZIR PAKETLİ TATLI-TAHİN HELVASI | AYVA TATLISI | ARPA ŞEHRİYELİ AYRAN ÇORBASI | HİNDİ SALAMI | ETSİZ PATLICAN MUSAKKA | KARIŞIK TURŞU
61,98.1,14.68,195.0,1,5,10,12,2064.18,53.16,282.23,26.38,1685.21,302;86;44;36;331;367;52;51;372;43;115;131,MUZ | ÜZÜM PEKMEZİ | LOR PEYNİRİ | KAYMAK | PORTAKAL SUYU LD | TAM BUĞDAY EKMEK LD | ÖRGÜ PEYNİRİ | NARLI KAHVALTI SALATASI | TOYGA ÇORBASI | KÜP PATATES KIZARTMASI B | BADEMLİ MUHALLEBİ | CACIK
62,97.2,19.58,170.0,0,4,10,12,2205.46,39.25,226.25,43.0,1632.34,286;44;113;18;376;42;16;87;52;163;95;187,MANDALİNA | LOR PEYNİRİ | AYVA | ELMA SUYU | VİŞNE SUYU LD | KUŞBURNU MARMELATI | EKMEK | VİŞNE REÇELİ | ÖRGÜ PEYNİRİ | ERZİNCAN ÇORBASI LD | AKDENİZ SALATASI LD | ETSİZ MANTAR SOTE
63,96.7,17.23,142.0,0,4,11,11,1942.37,60.59,274.1,28.1,1926.94,82;367;61;89;18;376;302;17;360;132;131,TAHİN PEKMEZ | TAM BUĞDAY EKMEK LD | PERMESAN PEYNİRİ | YABAN MERSİNİ MARMELATI | ELMA SUYU | VİŞNE SUYU LD | MUZ | ELMA DİLİM PATATES KIZARTMASI B | ŞAKŞUKA | CACIK LD | CACIK
64,93.9,13.0,495.0,0,4,9,12,2122.46,50.98,270.33,19.16,1655.39,57;91;18;376;243;372;318;275;312;280;185;159,PATATESLİ GÜL BÖREĞİ | YER FISTIĞI EZMESİ | ELMA SUYU | VİŞNE SUYU LD | KABAK TARATOR | TOYGA ÇORBASI | PEYNİRLİ MAKARNA | KREMALI MANTARLI FESLEĞENLİ MAKARNA | PATATES PÜRESİ | KÜP PATATES KIZARTMASI | ETSİZ KEREVİZ | ELMA DİLİM PATATES KIZARTMASI
65,92.8,12.69,455.0,0,4,8,12,2136.53,49.54,295.82,18.29,1801.98,42;57;89;376;16;243;372;318;275;312;280;185,KUŞBURNU MARMELATI | PATATESLİ GÜL BÖREĞİ | YABAN MERSİNİ MARMELATI | VİŞNE SUYU LD | EKMEK | KABAK TARATOR | TOYGA ÇORBASI | PEYNİRLİ MAKARNA | KREMALI MANTARLI FESLEĞENLİ MAKARNA | PATATES PÜRESİ | KÜP PATATES KIZARTMASI | ETSİZ KEREVİZ
66,92.4,13.61,370.0,1,5,10,12,2001.7,57.11,281.64,49.33,1704.46,362;84;52;158;2;35;309;141;385;198;338;178,ŞEFTALİ SUYU LD | TAM BUĞDAY EKMEK | ÖRGÜ PEYNİRİ | ELMA | ARMUT REÇELİ | KAYISI SUYU | PARMAK PATATES KIZARTMASI | ÇOBAN SALATASI LD | YOĞURTLU HAVUÇ KIZARTMASI | FASULYE PİLAKİ | SALÇALI MAKARNA | ETSİZ BULGURLU LAHANA
67,90.1,31.61,110.0,0,4,9,12,2261.32,88.51,241.51,18.8,1684.92,44;76;36;7;367;89;251;105;61;269;28;363,LOR PEYNİRİ | SİYAH ZEYTIN | KAYMAK | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | KAYISI | ARMUT | PERMESAN PEYNİRİ | KREM ŞOKOLA | HİNDİ SALAMI | ŞEHRİYELİ  GÜVEÇ
68,88.5,9.35,482.0,1,5,7,12,2313.33,40.34,250.62,24.82,1634.97,32;44;82;76;318;275;312;280;159;309;141;385,ISPANAKLI MİLFÖY BÖREĞİ | LOR PEYNİRİ | TAHİN PEKMEZ | SİYAH ZEYTIN | PEYNİRLİ MAKARNA | KREMALI MANTARLI FESLEĞENLİ MAKARNA | PATATES PÜRESİ | KÜP PATATES KIZARTMASI | ELMA DİLİM PATATES KIZARTMASI | PARMAK PATATES KIZARTMASI | ÇOBAN SALATASI LD | YOĞURTLU HAVUÇ KIZARTMASI
69,87.3,9.89,410.0,0,3,8,12,1971.52,56.33,273.11,18.91,1644.88,112;18;362;88;84;243;372;318;275;312;280;185,AYRAN | ELMA SUYU | ŞEFTALİ SUYU LD | VİŞNE SUYU | TAM BUĞDAY EKMEK | KABAK TARATOR | TOYGA ÇORBASI | PEYNİRLİ MAKARNA | KREMALI MANTARLI FESLEĞENLİ MAKARNA | PATATES PÜRESİ | KÜP PATATES KIZARTMASI | ETSİZ KEREVİZ
70,85.1,9.7,445.0,1,5,7,11,2329.73,41.55,227.16,37.08,1690.28,86;32;44;92;280;185;159;309;141;385;198,ÜZÜM PEKMEZİ | ISPANAKLI MİLFÖY BÖREĞİ | LOR PEYNİRİ | YEŞİL ZEYTIN | KÜP PATATES KIZARTMASI | ETSİZ KEREVİZ | ELMA DİLİM PATATES KIZARTMASI | PARMAK PATATES KIZARTMASI | ÇOBAN SALATASI LD | YOĞURTLU HAVUÇ KIZARTMASI | FASULYE PİLAKİ
71,84.7,19.82,100.0,1,5,9,11,2112.88,89.96,267.59,29.95,1814.82,286;44;113;18;376;42;16;87;52;132;363,MANDALİNA | LOR PEYNİRİ | AYVA | ELMA SUYU | VİŞNE SUYU LD | KUŞBURNU MARMELATI | EKMEK | VİŞNE REÇELİ | ÖRGÜ PEYNİRİ | CACIK LD | ŞEHRİYELİ  GÜVEÇ
72,84.1,12.75,345.0,0,4,11,12,1978.61,56.83,290.21,25.23,1524.2,76;7;367;330;53;155;6;383;54;332;24;391,SİYAH ZEYTIN | BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | PORTAKAL | PANKEK | EKMEK LD | BEYAZ PEYNIR | YOĞURTLU BUĞDAY ÇORBASI | PARMAK PATATES KIZARTMASI B | PORTAKALLI REVANİ | HAVUÇ SALATASI | YOĞURTLU KARNABAHAR KIZARTMASI
73,80.4,13.13,317.0,1,5,9,10,2005.2,45.34,260.6,32.92,1833.3,7;367;89;52;11;45;159;313;207;174,BÖĞÜRTLEN REÇELİ | TAM BUĞDAY EKMEK LD | YABAN MERSİNİ MARMELATI | ÖRGÜ PEYNİRİ | ÇİKOLATALI YULAF GEVREĞİ | MAKARNA SALATASI | ELMA DİLİM PATATES KIZARTMASI | PATATES SALATASI LD | FIRINDA KABAK MÜCVER | ETSİZ BİBER DOLMASI
74,79.8,16.06,157.0,1,5,9,10,2136.89,62.95,244.95,31.21,1605.25,376;44;82;367;61;302;74;185;200;316,VİŞNE SUYU LD | LOR PEYNİRİ | TAHİN PEKMEZ | TAM BUĞDAY EKMEK LD | PERMESAN PEYNİRİ | MUZ | SEMİZOTU SALATASI | ETSİZ KEREVİZ | FINDIKLI İRMİK HELVASI | PATLICAN MUSAKKA
75,79.7,14.64,80.0,0,2,11,11,1883.55,47.56,343.68,23.45,1376.14,362;84;52;158;2;35;114;109;28;48;85,ŞEFTALİ SUYU LD | TAM BUĞDAY EKMEK | ÖRGÜ PEYNİRİ | ELMA | ARMUT REÇELİ | KAYISI SUYU | AYVA TATLISI | ARPA ŞEHRİYELİ AYRAN ÇORBASI | HİNDİ SALAMI | MEVSİM SALATASI | TAVADA YUMURTA
76,77.5,11.07,279.0,1,5,9,11,2135.34,52.07,249.95,45.8,1565.33,11;92;113;82;48;353;190;159;283;212;304,ÇİKOLATALI YULAF GEVREĞİ | YEŞİL ZEYTIN | AYVA | TAHİN PEKMEZ | MEVSİM SALATASI | SEMİZOTU SALATASI LD | ETSİZ PATATES OTURTMASI | ELMA DİLİM PATATES KIZARTMASI | MAKARNA SALATASI LD | HAVUÇ SALATASI LD | NOHUTLU AYRAN  ÇORBASI
77,75.1,8.76,470.0,0,4,9,11,2274.24,45.29,221.57,19.1,2221.35,86;32;44;76;243;372;318;275;312;280;185,ÜZÜM PEKMEZİ | ISPANAKLI MİLFÖY BÖREĞİ | LOR PEYNİRİ | SİYAH ZEYTIN | KABAK TARATOR | TOYGA ÇORBASI | PEYNİRLİ MAKARNA | KREMALI MANTARLI FESLEĞENLİ MAKARNA | PATATES PÜRESİ | KÜP PATATES KIZARTMASI | ETSİZ KEREVİZ
78,72.7,10.07,248.0,0,4,8,9,1988.58,63.15,268.68,25.89,1657.18,52;11;91;297;353;385;129;269;291,ÖRGÜ PEYNİRİ | ÇİKOLATALI YULAF GEVREĞİ | YER FISTIĞI EZMESİ | MEVSİM SALATASI LD | SEMİZOTU SALATASI LD | YOĞURTLU HAVUÇ KIZARTMASI | BULGUR PİLAVI | KREM ŞOKOLA | MANTARLI MAKARNA
79,70.7,13.83,243.0,1,5,10,10,2088.66,60.68,231.42,32.65,1538.98,76;11;91;160;85;96;13;336;316;333,SİYAH ZEYTIN | ÇİKOLATALI YULAF GEVREĞİ | YER FISTIĞI EZMESİ | ELMA SUYU LD | TAVADA YUMURTA | ALACA ÇORBASI | ÇOBAN SALATASI | SALATALIK TURSUSU | PATLICAN MUSAKKA | REVANİ
80,69.2,10.83,232.0,1,5,6,9,2010.94,67.61,258.05,30.06,1837.64,7;82;3;86;33;389;132;272;109,BÖĞÜRTLEN REÇELİ | TAHİN PEKMEZ | AYVA REÇELİ | ÜZÜM PEKMEZİ | ISPANAKLI YUFKA BÖREĞİ | YOĞURTLU KARIŞIK KIZARTMA | CACIK LD | KREMALI FESLEĞENLİ MAKARNA | ARPA ŞEHRİYELİ AYRAN ÇORBASI
81,69.0,7.66,356.0,0,4,7,8,2166.16,37.58,212.56,27.91,1739.16,59;82;44;159;177;190;123;283,PATATESLİ MİLFÖY BÖREĞİ | TAHİN PEKMEZ | LOR PEYNİRİ | ELMA DİLİM PATATES KIZARTMASI | ETSİZ BULGURLU KABAK YAHNİ | ETSİZ PATATES OTURTMASI | BARBUNYA PİLAKİ | MAKARNA SALATASI LD
82,68.5,9.04,420.0,0,4,9,10,2012.03,39.89,190.03,21.48,1787.25,86;32;44;76;152;214;353;234;253;189,ÜZÜM PEKMEZİ | ISPANAKLI MİLFÖY BÖREĞİ | LOR PEYNİRİ | SİYAH ZEYTIN | DOMATESLİ MAKARNA | HAVUÇ TARATOR | SEMİZOTU SALATASI LD | ISPANAKLI PATATES ÇORBASI | KEMALPAŞA TATLISI | ETSİZ NOHUTLU BRÜKSEL LAHANASI
83,67.7,10.83,228.0,1,5,7,8,2102.87,64.18,265.07,34.74,1525.79,160;11;286;297;17;181;360;132,ELMA SUYU LD | ÇİKOLATALI YULAF GEVREĞİ | MANDALİNA | MEVSİM SALATASI LD | ELMA DİLİM PATATES KIZARTMASI B | ETSİZ HAVUÇLU YEŞİL MERCİMEK | ŞAKŞUKA | CACIK LD
84,65.8,12.74,100.0,0,2,8,9,2163.04,58.64,303.86,19.61,1477.38,27;112;14;92;362;114;109;28;191,HAZIR PAKETLİ TATLI-TAHİN HELVASI | AYRAN | DİL PEYNİRİ | YEŞİL ZEYTIN | ŞEFTALİ SUYU LD | AYVA TATLISI | ARPA ŞEHRİYELİ AYRAN ÇORBASI | HİNDİ SALAMI | ETSİZ PATLICAN MUSAKKA
85,65.2,11.52,323.0,1,5,11,11,2055.75,40.47,278.1,24.92,1569.79,76;11;91;160;77;266;108;4;110;70;130,SİYAH ZEYTIN | ÇİKOLATALI YULAF GEVREĞİ | YER FISTIĞI EZMESİ | ELMA SUYU LD | SOSİS | KORNİŞON TURŞU | ARPA ŞEHRİYE PİLAVI | BAHARATLI ELMA DİLİM PATATES KIZARTMASI B | ARRABİATA SOSLU MAKARNA | SEBZE GARNİTÜR (HAŞLANMIŞ) | BÜLBÜL YUVASI
86,61.8,10.15,183.0,0,4,7,8,1945.45,58.1,264.96,21.66,1690.14,91;160;36;50;109;328;200;243,YER FISTIĞI EZMESİ | ELMA SUYU LD | KAYMAK | MEYVELİ YULAF GEVREĞİ | ARPA ŞEHRİYELİ AYRAN ÇORBASI | PİRİNÇLİ HAVUÇ ÇORBASI | FINDIKLI İRMİK HELVASI | KABAK TARATOR
87,58.2,10.4,255.0,0,4,8,8,2017.22,51.68,200.9,19.29,1565.84,65;7;92;91;352;132;200;123,PEYNİRLİ MİLFÖY BÖREĞİ | BÖĞÜRTLEN REÇELİ | YEŞİL ZEYTIN | YER FISTIĞI EZMESİ | SEBZELİ PİRİNÇ PİLAVI | CACIK LD | FINDIKLI İRMİK HELVASI | BARBUNYA PİLAKİ
88,57.1,10.9,207.0,0,3,7,10,1994.54,80.77,211.23,19.8,1698.55,94;93;362;84;52;141;283;203;243;10,YULAF GEVREĞİ | YOĞURT B | ŞEFTALİ SUYU LD | TAM BUĞDAY EKMEK | ÖRGÜ PEYNİRİ | ÇOBAN SALATASI LD | MAKARNA SALATASI LD | FIRIN MAKARNA | KABAK TARATOR | ÇILBIR
89,55.7,7.5,407.0,0,3,8,8,2325.91,36.17,270.21,19.73,1642.5,32;44;82;76;386;382;180;354,ISPANAKLI MİLFÖY BÖREĞİ | LOR PEYNİRİ | TAHİN PEKMEZ | SİYAH ZEYTIN | YOĞURTLU ISPANAK | YOĞURT TATLISI | ETSİZ GÜVEÇ | SOSLU MAKARNA
90,54.5,11.3,185.0,1,5,9,9,2006.04,57.12,265.44,26.79,1549.22,88;155;80;6;105;27;109;190;123,VİŞNE SUYU | EKMEK LD | ŞEFTALİ REÇELİ | BEYAZ PEYNIR | ARMUT | HAZIR PAKETLİ TATLI-TAHİN HELVASI | ARPA ŞEHRİYELİ AYRAN ÇORBASI | ETSİZ PATATES OTURTMASI | BARBUNYA PİLAKİ
91,51.7,9.45,278.0,1,5,7,7,2029.27,66.96,226.86,29.07,1720.44,52;11;91;47;346;360;115,ÖRGÜ PEYNİRİ | ÇİKOLATALI YULAF GEVREĞİ | YER FISTIĞI EZMESİ | MERCİMEK ÇORBASI | SEBZELİ BULGUR PİLAVI | ŞAKŞUKA | BADEMLİ MUHALLEBİ
92,51.1,8.27,340.0,0,4,6,6,2106.89,74.19,257.16,19.42,2140.9,66;379;317;312;181;4,PEYNİRLİ YUFKA BÖREĞİ | YER FISTIKLI İRMİK HELVASI | PEYNİRLİ AKDENİZ SALATASI LD | PATATES PÜRESİ | ETSİZ HAVUÇLU YEŞİL MERCİMEK | BAHARATLI ELMA DİLİM PATATES KIZARTMASI B
