solution_id,preference,cost,time,feasible,compliance_5,distinct_groups,n_foods,energy,protein,carbohydrate,fiber,sodium,food_ids,food_names
31,64.0,18.16,258.0,1,5,9,10,2230.12,78.55,189.78,49.09,1507.76,79;39;113;12;86;94;272;24;194;247,SÜT | KREP | AYVA | ÇİLEK REÇELİ | ÜZÜM PEKMEZİ | YULAF GEVREĞİ | KREMALI FESLEĞENLİ MAKARNA | HAVUÇ SALATASI | ETSİZ PİRİNÇLİ PIRASA | KARNIYARIK
32,63.6,12.85,365.0,1,5,10,11,2056.82,68.34,227.35,23.6,1513.49,67;84;362;79;211;402;150;28;271;346;168,PORTAKAL SUYU | TAM BUĞDAY EKMEK | ŞEFTALİ SUYU LD | SÜT | HAVUÇ ÇORBASI | ZEYTİNYAĞLI KEREVİZ | DOMATESLİ BİBERLİ ERİŞTE | HİNDİ SALAMI | KREMALI DOMATES  ÇORBASI | SEBZELİ BULGUR PİLAVI | ETLİ NOHUT
33,63.5,19.01,195.0,1,5,9,11,2380.1,85.97,252.14,41.46,1692.71,88;84;362;52;44;113;29;41;316;134;202,VİŞNE SUYU | TAM BUĞDAY EKMEK | ŞEFTALİ SUYU LD | ÖRGÜ PEYNİRİ | LOR PEYNİRİ | AYVA | INCİR REÇELİ | KURU KAYISI | PATLICAN MUSAKKA | CEVİZLİ ERİŞTE | FIRIN KÖFTE
34,63.3,18.8,210.0,0,4,9,9,1999.08,70.47,237.43,26.49,1558.01,331;39;79;86;248;242;126;255;222,PORTAKAL SUYU LD | KREP | SÜT | ÜZÜM PEKMEZİ | KARPUZ | KABAK MÜCVER | BROKOLİ SALATASI LD | KIYMALI BEZELYE | HAZIR PAKETLİ SÜTLÜ TATLI-SAKIZLI MUHALLEBİ
35,63.2,14.32,150.0,0,3,6,8,2465.47,92.52,160.27,37.67,1553.23,248;113;29;41;76;6;287;237,KARPUZ | AYVA | INCİR REÇELİ | KURU KAYISI | SİYAH ZEYTIN | BEYAZ PEYNIR | MANTAR SOSLU PİLİÇ IZGARA | İMAMBAYILDI
36,62.1,14.7,305.0,0,3,10,11,2227.71,75.43,319.36,35.21,1496.55,84;362;44;113;29;41;52;152;333;298;256,TAM BUĞDAY EKMEK | ŞEFTALİ SUYU LD | LOR PEYNİRİ | AYVA | INCİR REÇELİ | KURU KAYISI | ÖRGÜ PEYNİRİ | DOMATESLİ MAKARNA | REVANİ | MEYHANE PİLAVI | KIYMALI BİBER DOLMASI
37,61.0,12.95,245.0,0,4,10,11,2007.11,38.57,289.48,38.59,1687.16,113;67;84;362;44;29;52;237;383;51;382,AYVA | PORTAKAL SUYU | TAM BUĞDAY EKMEK | ŞEFTALİ SUYU LD | LOR PEYNİRİ | INCİR REÇELİ | ÖRGÜ PEYNİRİ | İMAMBAYILDI | YOĞURTLU BUĞDAY ÇORBASI | NARLI KAHVALTI SALATASI | YOĞURT TATLISI
38,59.7,24.74,80.0,0,4,7,11,1952.66,69.58,246.82,29.42,1615.88,12;18;67;3;213;113;29;41;76;6;210,ÇİLEK REÇELİ | ELMA SUYU | PORTAKAL SUYU | AYVA REÇELİ | HAVUÇ SUYU LD | AYVA | INCİR REÇELİ | KURU KAYISI | SİYAH ZEYTIN | BEYAZ PEYNIR | HASANPAŞA KÖFTE
39,58.5,22.7,124.0,0,2,8,11,2563.43,101.05,284.15,34.54,1486.97,113;29;41;76;18;67;3;213;6;373;283,AYVA | INCİR REÇELİ | KURU KAYISI | SİYAH ZEYTIN | ELMA SUYU | PORTAKAL SUYU | AYVA REÇELİ | HAVUÇ SUYU LD | BEYAZ PEYNIR | TUNUS KEBABI | MAKARNA SALATASI LD
40,58.5,25.2,148.0,0,4,9,11,2329.77,96.43,249.07,24.41,1489.65,139;44;52;264;362;29;367;94;292;257;225,ÇİLEK | LOR PEYNİRİ | ÖRGÜ PEYNİRİ | KİRAZ | ŞEFTALİ SUYU LD | INCİR REÇELİ | TAM BUĞDAY EKMEK LD | YULAF GEVREĞİ | MANTARLI PİLİÇ KAVURMA | KIYMALI ISPANAK | HAZIR PAKETLİ SÜTLÜ TATLI-TAVUK GÖĞSÜ
41,58.3,27.66,105.0,0,4,8,12,2035.86,79.24,245.34,27.02,1497.28,12;18;67;3;213;113;29;41;76;6;100;395,ÇİLEK REÇELİ | ELMA SUYU | PORTAKAL SUYU | AYVA REÇELİ | HAVUÇ SUYU LD | AYVA | INCİR REÇELİ | KURU KAYISI | SİYAH ZEYTIN | BEYAZ PEYNIR | ANKARA TAVA | YOĞURTLU SEMİZOTU
42,57.3,26.95,132.0,0,3,8,15,2212.85,76.72,305.41,31.9,1491.74,12;18;67;3;213;113;362;41;76;86;92;82;44;363;242,ÇİLEK REÇELİ | ELMA SUYU | PORTAKAL SUYU | AYVA REÇELİ | HAVUÇ SUYU LD | AYVA | ŞEFTALİ SUYU LD | KURU KAYISI | SİYAH ZEYTIN | ÜZÜM PEKMEZİ | YEŞİL ZEYTIN | TAHİN PEKMEZ | LOR PEYNİRİ | ŞEHRİYELİ  GÜVEÇ | KABAK MÜCVER
43,57.1,12.07,320.0,0,4,9,10,2073.36,52.76,303.03,28.17,1510.28,41;53;76;90;86;93;237;383;51;382,KURU KAYISI | PANKEK | SİYAH ZEYTIN | YAZ HELVASI | ÜZÜM PEKMEZİ | YOĞURT B | İMAMBAYILDI | YOĞURTLU BUĞDAY ÇORBASI | NARLI KAHVALTI SALATASI | YOĞURT TATLISI
44,56.2,17.82,175.0,0,4,9,9,2432.22,99.49,233.97,31.94,1552.9,362;161;88;44;29;41;53;340;131,ŞEFTALİ SUYU LD | ERİK | VİŞNE SUYU | LOR PEYNİRİ | INCİR REÇELİ | KURU KAYISI | PANKEK | SANDAL KEBABI | CACIK
45,56.0,10.32,440.0,0,4,9,10,2024.66,49.92,243.41,26.08,1475.58,79;39;331;86;248;312;402;200;240;123,SÜT | KREP | PORTAKAL SUYU LD | ÜZÜM PEKMEZİ | KARPUZ | PATATES PÜRESİ | ZEYTİNYAĞLI KEREVİZ | FINDIKLI İRMİK HELVASI | KABAK BAYILDI | BARBUNYA PİLAKİ
46,55.6,24.02,145.0,0,4,8,10,2271.3,89.68,243.81,21.79,1487.76,158;264;52;44;362;29;367;292;257;225,ELMA | KİRAZ | ÖRGÜ PEYNİRİ | LOR PEYNİRİ | ŞEFTALİ SUYU LD | INCİR REÇELİ | TAM BUĞDAY EKMEK LD | MANTARLI PİLİÇ KAVURMA | KIYMALI ISPANAK | HAZIR PAKETLİ SÜTLÜ TATLI-TAVUK GÖĞSÜ
47,55.3,18.46,215.0,1,5,10,11,2155.73,80.77,254.82,39.94,1693.41,88;84;362;52;44;113;29;41;392;355;164,VİŞNE SUYU | TAM BUĞDAY EKMEK | ŞEFTALİ SUYU LD | ÖRGÜ PEYNİRİ | LOR PEYNİRİ | AYVA | INCİR REÇELİ | KURU KAYISI | YOĞURTLU MANTI MAKARNA | SOSLU PATLICAN KIZARTMASI | ET  SOTE
48,54.1,23.38,105.0,0,4,7,11,2037.39,74.56,263.42,31.34,1363.31,3;213;113;29;41;87;160;76;6;398;156,AYVA REÇELİ | HAVUÇ SUYU LD | AYVA | INCİR REÇELİ | KURU KAYISI | VİŞNE REÇELİ | ELMA SUYU LD | SİYAH ZEYTIN | BEYAZ PEYNIR | ZEYTİNYAĞLI BROKOLİ | EKŞİLİ KÖFTE
49,53.7,26.24,140.0,0,4,9,11,2102.37,73.41,253.59,33.26,1479.39,36;18;67;3;213;113;29;41;245;363;401,KAYMAK | ELMA SUYU | PORTAKAL SUYU | AYVA REÇELİ | HAVUÇ SUYU LD | AYVA | INCİR REÇELİ | KURU KAYISI | KARIŞIK TURŞU | ŞEHRİYELİ  GÜVEÇ | ZEYTİNYAĞLI KARNABAHAR
50,53.4,15.88,220.0,1,5,11,11,2235.73,91.49,286.34,32.69,2134.69,84;362;44;113;29;41;53;267;317;241;200,TAM BUĞDAY EKMEK | ŞEFTALİ SUYU LD | LOR PEYNİRİ | AYVA | INCİR REÇELİ | KURU KAYISI | PANKEK | KÖRİ SOSLU PİLİÇ  SOTE | PEYNİRLİ AKDENİZ SALATASI LD | KABAK KALYE | FINDIKLI İRMİK HELVASI
